Timestamp,H1,H2,H3,R1,R2,R3,R4,R5,R6,R7,L1,L2,L3,L4,L5,L6,L7,T1,T2,T3,x,z,r
4.793,-0.068676,-0.187745,0.027545,0.604272,-0.594555,-0.331940,1.417044,0.021317,-0.283910,0.106146,0.264424,-0.433429,-0.072571,0.191150,-0.073597,0.023912,-0.034798,-0.185021,0.406880,-0.281670,-0.117520,1.179840,-22.187720
4.810,-0.064683,-0.176729,0.027783,0.607367,-0.584822,-0.331923,1.419365,0.019333,-0.283794,0.101550,0.233066,-0.446552,-0.072777,0.179930,-0.076811,0.031353,-0.033356,-0.181335,0.399553,-0.281304,-0.114520,1.188532,-21.762560
4.826,-0.060105,-0.166819,0.027860,0.612295,-0.573282,-0.331966,1.421647,0.016589,-0.283924,0.096898,0.201306,-0.459417,-0.072680,0.170070,-0.076973,0.033488,-0.031871,-0.177955,0.393483,-0.280458,-0.112190,1.196901,-21.194480
4.843,-0.053575,-0.161232,0.027450,0.621141,-0.555979,-0.331952,1.421619,0.012401,-0.284551,0.090657,0.158782,-0.470409,-0.071845,0.158291,-0.077033,0.033866,-0.029827,-0.173736,0.385823,-0.278436,-0.110223,1.207780,-20.238060
4.860,-0.049182,-0.160175,0.026451,0.630958,-0.539068,-0.331826,1.421608,0.009256,-0.285491,0.085295,0.126542,-0.474596,-0.070071,0.151275,-0.076766,0.033395,-0.027828,-0.171077,0.380215,-0.275566,-0.108460,1.216636,-19.186660
4.876,-0.049079,-0.158678,0.024348,0.644304,-0.524483,-0.331489,1.421721,0.007551,-0.286912,0.080592,0.092283,-0.476888,-0.066320,0.146085,-0.075687,0.031514,-0.025838,-0.168406,0.373987,-0.270715,-0.106276,1.225187,-17.719590
4.893,-0.048690,-0.156938,0.021573,0.653728,-0.519830,-0.331156,1.422014,0.006357,-0.288223,0.079268,0.064122,-0.477053,-0.061304,0.146004,-0.073713,0.028412,-0.025186,-0.165861,0.368124,-0.264978,-0.104293,1.230654,-16.284840
4.910,-0.048690,-0.156938,0.021573,0.653728,-0.519830,-0.331156,1.422014,0.006357,-0.288223,0.079268,0.064122,-0.477053,-0.061304,0.146004,-0.073713,0.028412,-0.025186,-0.165861,0.368124,-0.264978,-0.104293,1.230654,-16.284840
4.927,-0.047592,-0.153170,0.015293,0.654627,-0.519220,-0.330820,1.422885,0.004689,-0.288930,0.077451,0.055573,-0.477891,-0.049727,0.145451,-0.068533,0.020703,-0.023597,-0.164522,0.366881,-0.252450,-0.103953,1.231584,-16.066240
4.943,-0.046473,-0.150094,0.010279,0.654908,-0.518688,-0.330690,1.423801,0.003796,-0.289108,0.075895,0.048642,-0.478900,-0.040201,0.144445,-0.063746,0.014149,-0.023217,-0.163366,0.365852,-0.242694,-0.103711,1.232405,-15.933190
4.960,-0.045362,-0.147546,0.006286,0.655513,-0.517634,-0.330709,1.424695,0.003487,-0.288917,0.074574,0.039051,-0.480065,-0.032264,0.143199,-0.059168,0.008491,-0.022820,-0.161916,0.363965,-0.234985,-0.103202,1.234100,-15.657870
4.977,-0.043958,-0.144831,0.002183,0.656510,-0.515967,-0.330841,1.425777,0.003500,-0.288408,0.073118,0.025205,-0.481543,-0.023754,0.141582,-0.053723,0.002281,-0.022019,-0.159906,0.361019,-0.227086,-0.102379,1.236884,-15.213780
4.993,-0.043428,-0.143900,0.000816,0.656925,-0.515283,-0.330920,1.426169,0.003565,-0.288170,0.072610,0.019664,-0.482080,-0.020839,0.141003,-0.051740,0.000128,-0.021647,-0.159114,0.359799,-0.224443,-0.102037,1.238051,-15.028510
5.010,-0.039736,-0.140028,-0.002399,0.659971,-0.510394,-0.331607,1.428802,0.004264,-0.286346,0.069339,-0.019889,-0.485600,-0.003205,0.140870,-0.038404,-0.013771,-0.018642,-0.153494,0.350943,-0.216633,-0.099552,1.246616,-13.673650
5.027,-0.037471,-0.139837,-0.004281,0.662017,-0.507211,-0.332182,1.430364,0.004931,-0.284994,0.068172,-0.046014,-0.487561,-0.000449,0.140432,-0.030261,-0.021273,-0.016154,-0.149765,0.344913,-0.212191,-0.097853,1.252613,-12.748040
5.043,-0.033960,-0.139234,-0.007181,0.665324,-0.502195,-0.333260,1.432678,0.006207,-0.282652,0.068168,-0.088505,-0.488008,-0.000029,0.139425,-0.017346,-0.026450,-0.011308,-0.143587,0.334855,-0.205533,-0.095030,1.262786,-11.208530
5.060,-0.031005,-0.138458,-0.009675,0.668123,-0.498025,-0.334307,1.434550,0.007415,-0.280572,0.068153,-0.125372,-0.488122,-0.000004,0.138409,-0.006092,-0.030079,-0.006456,-0.138103,0.325943,-0.200003,-0.092554,1.271909,-9.853815
5.077,-0.027899,-0.137385,-0.012399,0.670996,-0.494885,-0.335563,1.436388,0.008750,-0.278358,0.068130,-0.164736,-0.488001,0.000000,0.137671,0.006176,-0.033024,-0.000629,-0.132100,0.316235,-0.194126,-0.089911,1.281875,-8.394325
5.094,-0.024671,-0.136056,-0.015352,0.671956,-0.494169,-0.336962,1.438172,0.010253,-0.277612,0.068123,-0.195776,-0.487790,0.000000,0.137396,0.019365,-0.033264,0.006284,-0.125612,0.305888,-0.187962,-0.087126,1.292603,-6.972749
5.110,-0.021257,-0.133935,-0.019659,0.672021,-0.493140,-0.339010,1.440450,0.012592,-0.277610,0.068135,-0.226813,-0.487324,0.000000,0.136901,0.035769,-0.033353,0.017190,-0.117137,0.296309,-0.183173,-0.085389,1.306562,-5.898222
5.127,-0.021191,-0.132180,-0.023064,0.672136,-0.492324,-0.339765,1.441984,0.014568,-0.277646,0.068179,-0.244895,-0.486768,0.000000,0.136434,0.043176,-0.033527,0.026375,-0.113718,0.292193,-0.180886,-0.084553,1.312415,-5.338134
5.144,-0.020969,-0.131575,-0.025198,0.672337,-0.491913,-0.339990,1.443289,0.016715,-0.277757,0.068273,-0.258816,-0.485986,0.000000,0.135912,0.045853,-0.033792,0.036173,-0.110855,0.290293,-0.178485,-0.083835,1.317545,-5.011280
5.160,-0.020307,-0.131594,-0.026852,0.672765,-0.491896,-0.340009,1.444582,0.019877,-0.278165,0.068507,-0.276069,-0.484554,0.000000,0.135101,0.047845,-0.034233,0.049846,-0.110806,0.289219,-0.175130,-0.083478,1.324614,-4.707406
5.177,-0.019417,-0.131706,-0.028267,0.673261,-0.491841,-0.340033,1.445220,0.022618,-0.278759,0.068827,-0.284912,-0.483099,0.000000,0.134323,0.049571,-0.034228,0.056881,-0.110656,0.288887,-0.172357,-0.083121,1.330454,-4.453162
5.194,-0.018219,-0.132028,-0.029715,0.673921,-0.491732,-0.340033,1.445465,0.025444,-0.279638,0.069313,-0.293633,-0.481454,0.000000,0.133433,0.051340,-0.034168,0.063833,-0.110477,0.289011,-0.170931,-0.082651,1.336225,-4.200501
5.210,-0.016658,-0.132660,-0.031245,0.674859,-0.491557,-0.339975,1.445299,0.028451,-0.280901,0.070007,-0.300685,-0.479611,-0.000004,0.132474,0.053199,-0.034005,0.070917,-0.110388,0.289456,-0.169347,-0.082072,1.342093,-3.942194
5.227,-0.013797,-0.134258,-0.033584,0.676815,-0.491147,-0.339748,1.444362,0.033163,-0.283471,0.071372,-0.309903,-0.476702,-0.000019,0.130934,0.054224,-0.033474,0.079725,-0.110497,0.290826,-0.166688,-0.081074,1.347482,-3.777334
5.244,-0.011385,-0.135970,-0.035299,0.678699,-0.490724,-0.339455,1.443192,0.036773,-0.285892,0.072589,-0.316617,-0.474950,-0.000042,0.129715,0.054275,-0.032783,0.084747,-0.110845,0.292457,-0.164470,-0.080285,1.351543,-3.654300
5.261,-0.008686,-0.138174,-0.036529,0.681060,-0.490217,-0.339032,1.441596,0.040619,-0.288873,0.073999,-0.321850,-0.473963,-0.000077,0.129105,0.054332,-0.031754,0.090020,-0.111570,0.294795,-0.161868,-0.079464,1.355907,-3.522910
5.277,-0.004738,-0.141895,-0.037856,0.685037,-0.489468,-0.338280,1.438847,0.046084,-0.293745,0.076147,-0.327918,-0.472982,-0.000164,0.128763,0.054395,-0.029782,0.097614,-0.113340,0.299241,-0.157601,-0.079134,1.362369,-3.327667
5.294,-0.002603,-0.145299,-0.038232,0.688705,-0.489375,-0.337614,1.436369,0.048613,-0.298125,0.077966,-0.332761,-0.472490,-0.000291,0.128549,0.054405,-0.027736,0.103989,-0.115470,0.303764,-0.153612,-0.078956,1.367941,-3.158901
5.311,-0.002574,-0.149017,-0.038242,0.692782,-0.489405,-0.336886,1.433635,0.051307,-0.302925,0.079410,-0.334282,-0.472073,-0.000502,0.128414,0.054346,-0.025261,0.110792,-0.118363,0.309241,-0.148996,-0.078957,1.374013,-2.972986
5.327,-0.002479,-0.152887,-0.038320,0.698565,-0.489510,-0.335833,1.429668,0.055253,-0.309721,0.079999,-0.336397,-0.471878,-0.000975,0.128324,0.054100,-0.021341,0.120359,-0.123376,0.317825,-0.141998,-0.078950,1.382771,-2.702167
5.344,-0.002395,-0.152948,-0.038452,0.703050,-0.489789,-0.335337,1.425863,0.059141,-0.313604,0.080570,-0.337613,-0.471687,-0.001647,0.128386,0.053652,-0.017293,0.129345,-0.129090,0.326721,-0.134876,-0.078943,1.391264,-2.430163
5.361,-0.002358,-0.153092,-0.038629,0.705894,-0.490280,-0.335194,1.422975,0.062901,-0.313699,0.081131,-0.337623,-0.471492,-0.002487,0.128611,0.053029,-0.013250,0.137703,-0.135267,0.335673,-0.127739,-0.078930,1.399412,-2.152208
5.377,-0.002387,-0.153316,-0.038816,0.707246,-0.491089,-0.335067,1.421731,0.066882,-0.313869,0.081752,-0.337592,-0.471416,-0.003595,0.129018,0.052149,-0.008822,0.143770,-0.142564,0.345591,-0.119867,-0.078901,1.408064,-1.833330
5.394,-0.002560,-0.153664,-0.038999,0.708675,-0.492290,-0.334983,1.421385,0.071013,-0.314119,0.082426,-0.337402,-0.471386,-0.004993,0.129642,0.050983,-0.004060,0.148615,-0.151000,0.356429,-0.111330,-0.078840,1.417133,-1.465450
5.411,-0.003074,-0.154289,-0.039145,0.710651,-0.494508,-0.334963,1.420891,0.073730,-0.314545,0.083371,-0.336707,-0.471304,-0.007251,0.130776,0.049031,0.002638,0.152490,-0.163678,0.371824,-0.099427,-0.078667,1.429495,-0.903628
5.428,-0.003777,-0.154896,-0.039132,0.712297,-0.496828,-0.335034,1.420477,0.075245,-0.314943,0.083438,-0.335612,-0.471233,-0.009362,0.131866,0.047155,0.008288,0.155651,-0.174950,0.384835,-0.089636,-0.078398,1.437497,-0.390711
5.444,-0.004743,-0.155528,-0.038956,0.713134,-0.499600,-0.335195,1.420338,0.076834,-0.315362,0.083426,-0.333973,-0.471176,-0.011659,0.133044,0.045077,0.014086,0.155778,-0.186861,0.394454,-0.085739,-0.077966,1.444459,0.173444
5.461,-0.006436,-0.156201,-0.038395,0.713090,-0.503974,-0.335591,1.420343,0.079104,-0.315379,0.083306,-0.330943,-0.471162,-0.014937,0.133836,0.042064,0.022099,0.156026,-0.199896,0.398729,-0.081220,-0.077078,1.453046,1.006133
5.478,-0.008064,-0.156408,-0.037681,0.712908,-0.507965,-0.336088,1.420391,0.081055,-0.315435,0.083063,-0.327948,-0.471215,-0.016397,0.134004,0.040382,0.028718,0.156264,-0.206310,0.398989,-0.077396,-0.076123,1.458023,1.729357
5.494,-0.009805,-0.156155,-0.036732,0.712488,-0.512184,-0.336766,1.420540,0.083058,-0.315537,0.082648,-0.324686,-0.471309,-0.016395,0.134083,0.040390,0.035252,0.156466,-0.207154,0.399138,-0.073460,-0.075043,1.463073,2.470394
5.511,-0.011962,-0.154972,-0.034989,0.711385,-0.518247,-0.338026,1.420976,0.085885,-0.315789,0.081797,-0.319901,-0.471554,-0.016351,0.134038,0.040455,0.044298,0.156591,-0.208565,0.399244,-0.067865,-0.073426,1.470339,3.514553
5.528,-0.011956,-0.153372,-0.033251,0.710028,-0.520707,-0.339292,1.421565,0.087177,-0.316114,0.080899,-0.315999,-0.471874,-0.016268,0.133907,0.040573,0.050673,0.156461,-0.210045,0.399291,-0.063341,-0.072091,1.476374,4.026768
5.544,-0.011910,-0.151270,-0.031170,0.708253,-0.521712,-0.340804,1.422412,0.087972,-0.316609,0.079805,-0.312019,-0.472349,-0.016086,0.133735,0.040805,0.055541,0.156031,-0.211978,0.399385,-0.058759,-0.070716,1.482718,4.380626
5.561,-0.011710,-0.147924,-0.027856,0.705353,-0.521844,-0.343187,1.423957,0.089059,-0.317635,0.078076,-0.306597,-0.473285,-0.015592,0.133562,0.041384,0.062294,0.154828,-0.215385,0.399717,-0.057145,-0.068848,1.491623,4.866628
5.578,-0.011374,-0.145640,-0.024841,0.702795,-0.521816,-0.345332,1.425470,0.089582,-0.318816,0.076579,-0.302217,-0.474326,-0.014933,0.133604,0.042105,0.067861,0.153295,-0.218728,0.400209,-0.055748,-0.067664,1.498883,5.152220
5.595,-0.010801,-0.144835,-0.021471,0.701015,-0.521729,-0.347721,1.427205,0.089934,-0.320413,0.074998,-0.297579,-0.475710,-0.013987,0.133938,0.043104,0.073760,0.151159,-0.222674,0.400974,-0.054133,-0.067041,1.506387,5.391262
5.611,-0.009568,-0.144065,-0.016524,0.701029,-0.521417,-0.351224,1.429721,0.090346,-0.323251,0.074460,-0.290812,-0.478127,-0.012283,0.135088,0.044873,0.082053,0.147333,-0.228680,0.402436,-0.051556,-0.066130,1.514611,5.683359
5.628,-0.008211,-0.144006,-0.012475,0.701291,-0.520915,-0.354101,1.429730,0.090465,-0.326064,0.074426,-0.284758,-0.480444,-0.010690,0.136682,0.046505,0.088754,0.143653,-0.233757,0.404065,-0.049036,-0.065335,1.519536,5.841023
5.645,-0.006374,-0.144605,-0.008122,0.701945,-0.520061,-0.357207,1.429753,0.090534,-0.329590,0.074373,-0.277405,-0.483295,-0.008862,0.139078,0.048361,0.096007,0.139229,-0.239268,0.406221,-0.045805,-0.064402,1.524716,6.020257
5.661,-0.003235,-0.146500,-0.003953,0.703465,-0.518285,-0.361486,1.429752,0.090497,-0.335171,0.074357,-0.265667,-0.487782,-0.006780,0.143595,0.050928,0.106009,0.132549,-0.242493,0.409604,-0.040539,-0.062988,1.531708,6.276689
5.678,-0.000325,-0.148876,-0.002442,0.705283,-0.516328,-0.364833,1.429611,0.090285,-0.340102,0.074458,-0.254806,-0.491784,-0.006304,0.148147,0.052784,0.113900,0.126993,-0.243735,0.412526,-0.035710,-0.061776,1.535717,6.482722
5.695,0.003099,-0.152224,-0.001657,0.707928,-0.513668,-0.366722,1.429212,0.089798,-0.345785,0.074740,-0.241487,-0.496501,-0.005944,0.153831,0.054409,0.121168,0.121021,-0.244827,0.415823,-0.029937,-0.060413,1.539243,6.629265
5.711,0.008193,-0.157888,-0.000851,0.712716,-0.509068,-0.368201,1.428137,0.088652,-0.354060,0.075498,-0.220379,-0.503598,-0.005866,0.162826,0.055742,0.128027,0.118081,-0.245689,0.420401,-0.021185,-0.058496,1.544147,6.630504
5.728,0.012319,-0.162915,-0.000869,0.717356,-0.504756,-0.369457,1.426782,0.087317,-0.360714,0.076446,-0.201755,-0.509559,-0.006269,0.170530,0.055831,0.133444,0.117948,-0.245979,0.420401,-0.013885,-0.057866,1.548032,6.633167
5.745,0.014958,-0.168577,-0.000961,0.723106,-0.499483,-0.370959,1.424804,0.085429,-0.367910,0.077811,-0.179890,-0.516339,-0.007230,0.179246,0.054882,0.139356,0.117591,-0.246089,0.420410,-0.005781,-0.057773,1.552293,6.633809
5.762,0.016670,-0.171171,-0.001204,0.729692,-0.493485,-0.372653,1.422212,0.082982,-0.372460,0.079603,-0.155813,-0.523621,-0.008857,0.188343,0.052651,0.145473,0.116950,-0.246088,0.420432,0.001588,-0.057677,1.556723,6.626722
5.778,0.019105,-0.171090,-0.001942,0.739643,-0.484416,-0.375280,1.417792,0.078788,-0.377334,0.082691,-0.120516,-0.534112,-0.012260,0.196090,0.047388,0.152372,0.115539,-0.246059,0.420381,0.006469,-0.057575,1.562941,6.593212
5.795,0.021080,-0.170834,-0.002985,0.748134,-0.476634,-0.377590,1.413624,0.074755,-0.380208,0.085662,-0.090895,-0.542812,-0.015968,0.199108,0.041334,0.156688,0.113927,-0.245979,0.420214,0.009176,-0.057555,1.567994,6.536244
5.812,0.023124,-0.170211,-0.004571,0.755963,-0.468477,-0.380112,1.409011,0.070169,-0.383243,0.089046,-0.066287,-0.551770,-0.020578,0.202339,0.033637,0.158786,0.111800,-0.245808,0.419826,0.011268,-0.057630,1.573185,6.443828
5.828,0.023142,-0.169023,-0.006802,0.760639,-0.461865,-0.382830,1.404046,0.065093,-0.386467,0.092763,-0.044221,-0.558889,-0.026098,0.205850,0.024341,0.160971,0.109206,-0.245479,0.419069,0.013398,-0.057838,1.578474,6.306031
5.845,0.023283,-0.166276,-0.010922,0.763406,-0.457034,-0.386642,1.397082,0.057678,-0.391105,0.098150,-0.015987,-0.567140,-0.034801,0.210967,0.009601,0.163210,0.105010,-0.244655,0.417274,0.013917,-0.058414,1.582847,6.031914
5.862,0.023522,-0.163179,-0.014887,0.763415,-0.454079,-0.388094,1.397058,0.051815,-0.394841,0.102359,0.001403,-0.570636,-0.042135,0.215050,-0.002875,0.163188,0.101337,-0.243657,0.415205,0.013938,-0.059115,1.586251,5.748615
5.878,0.023963,-0.158884,-0.019805,0.763458,-0.452476,-0.389656,1.396937,0.048163,-0.398991,0.104147,0.020172,-0.574377,-0.050295,0.219584,-0.016815,0.163081,0.097077,-0.242213,0.412294,0.014014,-0.060121,1.589982,5.379685
5.895,0.024847,-0.151639,-0.027263,0.763564,-0.451879,-0.391227,1.396540,0.045159,-0.404706,0.105624,0.045509,-0.578104,-0.060327,0.225930,-0.034493,0.162625,0.091088,-0.239626,0.407273,0.014217,-0.061882,1.595129,4.786353
5.912,0.025679,-0.144935,-0.033550,0.763607,-0.451579,-0.391240,1.396000,0.043968,-0.409242,0.106826,0.065636,-0.578155,-0.063924,0.231050,-0.042892,0.161871,0.087100,-0.237048,0.402502,0.014404,-0.063583,1.599255,4.244355
5.929,0.026326,-0.136952,-0.040525,0.763511,-0.451405,-0.391205,1.395240,0.042673,-0.414143,0.108204,0.087942,-0.578275,-0.067831,0.233564,-0.050708,0.160552,0.084353,-0.233726,0.396672,0.014463,-0.065704,1.603740,3.582817
5.945,0.026380,-0.125418,-0.045716,0.762901,-0.451574,-0.390984,1.394082,0.041361,-0.418762,0.110152,0.119297,-0.578475,-0.069190,0.234514,-0.061432,0.157752,0.080294,-0.228421,0.387979,0.013962,-0.068984,1.609772,2.564127
5.962,0.026370,-0.116058,-0.046554,0.761930,-0.452150,-0.390683,1.393453,0.041359,-0.421893,0.111724,0.145022,-0.578516,-0.069329,0.235447,-0.067514,0.154591,0.076759,-0.223635,0.380665,0.012980,-0.071850,1.612891,1.672438
5.979,0.026232,-0.110546,-0.046563,0.760316,-0.453307,-0.390252,1.393450,0.041360,-0.424721,0.113431,0.173235,-0.578301,-0.069585,0.236751,-0.072742,0.150292,0.072694,-0.218063,0.372694,0.011301,-0.075083,1.612999,0.657677
5.995,0.025760,-0.110495,-0.046585,0.757061,-0.455921,-0.389537,1.393442,0.041405,-0.425846,0.115743,0.212245,-0.577285,-0.069918,0.239297,-0.076272,0.142858,0.066794,-0.209925,0.364614,0.007962,-0.079602,1.613560,-0.782668
6.012,0.025105,-0.110334,-0.046560,0.753620,-0.458861,-0.388905,1.393460,0.041519,-0.426753,0.117537,0.239550,-0.575733,-0.070084,0.242049,-0.076489,0.135852,0.061940,-0.203267,0.361163,0.004512,-0.083121,1.614452,-1.929203
6.029,0.024110,-0.110044,-0.046428,0.749160,-0.462808,-0.388194,1.393533,0.041741,-0.427723,0.119426,0.266854,-0.573266,-0.070184,0.245714,-0.077035,0.127447,0.056646,-0.196099,0.358995,0.000100,-0.084884,1.615873,-2.947407
6.045,0.022178,-0.109473,-0.045948,0.741585,-0.469703,-0.387413,1.393713,0.042241,-0.428053,0.122104,0.300452,-0.568276,-0.070035,0.252187,-0.078362,0.114276,0.049065,-0.186042,0.355919,-0.007256,-0.087023,1.618684,-4.006755
6.062,0.020273,-0.108903,-0.045265,0.734590,-0.476126,-0.387427,1.393859,0.042759,-0.428055,0.124243,0.326178,-0.563047,-0.069500,0.258494,-0.079715,0.102896,0.042924,-0.181670,0.353430,-0.013853,-0.088046,1.621615,-4.558575
6.079,0.017186,-0.108662,-0.043786,0.723977,-0.485998,-0.387441,1.393996,0.043541,-0.427985,0.127299,0.357828,-0.554090,-0.068049,0.268719,-0.081817,0.086457,0.038324,-0.175681,0.349955,-0.023534,-0.089460,1.626473,-5.313864
6.096,0.014418,-0.108705,-0.042140,0.715102,-0.494366,-0.387391,1.394046,0.044163,-0.427767,0.129891,0.380040,-0.545824,-0.066335,0.277764,-0.083569,0.073312,0.034661,-0.170989,0.347874,-0.031441,-0.090576,1.630780,-5.909510
6.112,0.011002,-0.109027,-0.039745,0.705012,-0.504011,-0.387160,1.394176,0.044871,-0.427174,0.133017,0.404916,-0.535795,-0.063967,0.288208,-0.085711,0.060412,0.030547,-0.165841,0.347546,-0.040691,-0.091799,1.635784,-6.598162
6.129,0.005941,-0.109984,-0.035497,0.691157,-0.517366,-0.386579,1.394297,0.045066,-0.425787,0.137718,0.439262,-0.521127,-0.059929,0.302754,-0.088805,0.049219,0.024626,-0.160480,0.347337,-0.054083,-0.093119,1.642866,-7.591884
6.146,0.001682,-0.111238,-0.031327,0.683570,-0.524241,-0.385851,1.394298,0.045117,-0.424143,0.141849,0.466845,-0.509085,-0.056151,0.311769,-0.091386,0.042113,0.019644,-0.157448,0.347246,-0.065335,-0.093353,1.648558,-8.433428
6.162,-0.002088,-0.113046,-0.026186,0.679022,-0.526948,-0.384841,1.394269,0.045014,-0.421929,0.146580,0.490439,-0.498516,-0.051617,0.320012,-0.093012,0.034467,0.013983,-0.154229,0.347252,-0.077810,-0.093616,1.654631,-9.373081
6.179,-0.002092,-0.116186,-0.018376,0.674632,-0.530560,-0.383202,1.394122,0.044502,-0.418361,0.153347,0.515520,-0.490961,-0.044807,0.331026,-0.093791,0.024018,0.005770,-0.151286,0.347431,-0.091776,-0.093987,1.660275,-10.507980
6.196,-0.002116,-0.119221,-0.011664,0.671144,-0.533404,-0.381706,1.393873,0.043717,-0.415153,0.158987,0.531178,-0.488182,-0.039002,0.338803,-0.094255,0.015553,-0.001173,-0.149966,0.347753,-0.097014,-0.094153,1.664090,-11.083970
6.212,-0.002176,-0.122858,-0.004352,0.668490,-0.534861,-0.379964,1.393484,0.042504,-0.411543,0.165069,0.547896,-0.485206,-0.032768,0.345043,-0.094596,0.006528,-0.008741,-0.148537,0.348317,-0.102539,-0.094166,1.668075,-11.628440
6.229,-0.002305,-0.128308,0.004416,0.665676,-0.536837,-0.377415,1.392785,0.040266,-0.406549,0.172357,0.570497,-0.481133,-0.029157,0.353555,-0.094803,-0.005675,-0.019160,-0.146574,0.349493,-0.109906,-0.094176,1.673375,-12.188560
6.246,-0.002438,-0.132875,0.008643,0.664768,-0.538133,-0.375299,1.392145,0.038093,-0.404946,0.174278,0.583815,-0.477923,-0.027770,0.360310,-0.094784,-0.015148,-0.027348,-0.145623,0.350790,-0.115590,-0.094176,1.677447,-12.627220
6.263,-0.002591,-0.138045,0.011508,0.664119,-0.538461,-0.372886,1.391492,0.035430,-0.404946,0.174500,0.598304,-0.475389,-0.026231,0.367771,-0.094601,-0.022212,-0.036224,-0.145095,0.352622,-0.121033,-0.094160,1.681826,-13.107930
6.279,-0.002758,-0.145092,0.014110,0.663148,-0.538911,-0.369502,1.390894,0.031571,-0.404945,0.174531,0.611554,-0.472681,-0.024108,0.377951,-0.094073,-0.031672,-0.043947,-0.144507,0.355809,-0.124671,-0.094107,1.687669,-13.750640
6.296,-0.002854,-0.149082,0.016194,0.662325,-0.538994,-0.366742,1.390786,0.028505,-0.404960,0.174533,0.621969,-0.470552,-0.022446,0.385976,-0.093451,-0.039062,-0.050041,-0.144260,0.358952,-0.127692,-0.094044,1.692243,-14.088370
6.313,-0.002881,-0.150307,0.019106,0.661143,-0.539094,-0.362851,1.391220,0.028254,-0.405024,0.174533,0.633870,-0.467617,-0.020139,0.397064,-0.092240,-0.045703,-0.058627,-0.144322,0.364164,-0.132079,-0.093989,1.698689,-14.415660
6.329,-0.002805,-0.151436,0.021395,0.661142,-0.539167,-0.359763,1.392091,0.028061,-0.405114,0.174533,0.641382,-0.465295,-0.018307,0.404815,-0.090959,-0.051022,-0.065596,-0.144830,0.369011,-0.135649,-0.094067,1.703901,-14.638900
6.346,-0.002676,-0.152875,0.023832,0.661157,-0.539240,-0.356440,1.393490,0.027903,-0.405279,0.174533,0.649480,-0.462827,-0.016977,0.411216,-0.089266,-0.056826,-0.073243,-0.145973,0.374987,-0.139564,-0.094317,1.709579,-14.883520
6.363,-0.002447,-0.155181,0.023860,0.661270,-0.539296,-0.353804,1.395982,0.027818,-0.405627,0.174533,0.657801,-0.460931,-0.015613,0.419933,-0.086418,-0.064728,-0.083875,-0.148510,0.384136,-0.144895,-0.094909,1.717314,-15.223170
6.379,-0.002433,-0.157161,0.023977,0.661447,-0.539303,-0.351777,1.398219,0.027919,-0.406011,0.174533,0.662407,-0.459401,-0.014545,0.426663,-0.083769,-0.068737,-0.092219,-0.151273,0.391847,-0.147826,-0.095553,1.723276,-15.491370
6.396,-0.002429,-0.160155,0.024339,0.661846,-0.539267,-0.348873,1.401624,0.028405,-0.406733,0.174533,0.666066,-0.457027,-0.012998,0.435492,-0.079257,-0.073056,-0.104359,-0.156425,0.403620,-0.151283,-0.096727,1.731844,-15.888510
6.413,-0.002491,-0.160882,0.024784,0.662241,-0.539223,-0.347447,1.401822,0.029095,-0.407382,0.174533,0.666267,-0.455096,-0.012622,0.440247,-0.075294,-0.075186,-0.112078,-0.161174,0.412743,-0.153999,-0.097784,1.737467,-16.195700
6.430,-0.002644,-0.160859,0.025380,0.662699,-0.539175,-0.346321,1.401785,0.030124,-0.408107,0.174533,0.666573,-0.452947,-0.012586,0.445250,-0.070679,-0.075210,-0.117329,-0.166766,0.419591,-0.156920,-0.099008,1.741786,-16.519750
6.446,-0.003041,-0.160706,0.026369,0.663004,-0.539152,-0.344704,1.401595,0.032088,-0.408775,0.174533,0.667113,-0.449724,-0.012446,0.452317,-0.063496,-0.075329,-0.124760,-0.175491,0.425911,-0.161131,-0.100890,1.748020,-16.973310
6.463,-0.003517,-0.160469,0.027185,0.663014,-0.539197,-0.343425,1.401272,0.033981,-0.408990,0.174533,0.667564,-0.447113,-0.012271,0.457017,-0.057491,-0.075452,-0.130500,-0.182747,0.430861,-0.164438,-0.102435,1.753042,-17.187900
6.480,-0.004184,-0.160084,0.027386,0.663018,-0.539341,-0.342044,1.400702,0.036300,-0.409180,0.174533,0.667986,-0.444262,-0.012049,0.460520,-0.050769,-0.075521,-0.135203,-0.190888,0.436296,-0.167994,-0.104153,1.758669,-17.418580
6.496,-0.005333,-0.159388,0.027503,0.663017,-0.539756,-0.340185,1.399510,0.039746,-0.409300,0.174533,0.668311,-0.440406,-0.011715,0.463273,-0.041401,-0.075297,-0.140509,-0.202214,0.443865,-0.171653,-0.106528,1.766692,-17.732810
6.513,-0.006422,-0.158723,0.027446,0.662994,-0.540305,-0.339284,1.398234,0.042582,-0.409248,0.174533,0.668190,-0.440394,-0.011467,0.465016,-0.033922,-0.074619,-0.143547,-0.211257,0.450046,-0.173715,-0.108425,1.773361,-17.984660
6.530,-0.007720,-0.157942,0.027185,0.662950,-0.541127,-0.338826,1.396576,0.045090,-0.409035,0.174533,0.667559,-0.440321,-0.011245,0.465728,-0.025912,-0.073248,-0.144546,-0.217253,0.456842,-0.175990,-0.110469,1.780802,-18.260100
