Timestamp,H1,H2,H3,R1,R2,R3,R4,R5,R6,R7,L1,L2,L3,L4,L5,L6,L7,T1,T2,T3,x,z,r
0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.017,0.000000,0.000000,0.000000,0.000000,-1.570796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.570796,-0.026180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.033,0.000000,0.000000,0.000000,0.000000,-1.570796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.570796,-0.026180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050,0.000000,0.000000,0.000000,0.000000,-1.570796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.570796,-0.026180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.067,-0.000384,-0.000400,-0.000519,0.000490,-1.548086,-0.000229,0.000225,0.001029,-0.010601,-0.000125,-0.001733,-1.544779,-0.027082,0.000000,-0.000785,0.006637,0.001006,0.000563,0.000848,-0.000899,-0.000418,-0.000704,0.012952
0.084,0.001885,-0.002386,-0.002486,0.001602,-1.462130,-0.002696,0.003095,0.002573,-0.017669,-0.000259,-0.007122,-1.452321,-0.028203,0.000860,-0.000690,0.013260,0.006891,0.002419,0.003479,-0.004820,-0.001050,-0.002971,0.166329
0.100,0.008476,-0.006310,-0.005748,0.002200,-1.331079,-0.007812,0.013581,0.003411,-0.025239,-0.003676,-0.016876,-1.313295,-0.028309,0.006283,0.001637,0.013260,0.018309,0.004683,0.008478,-0.010779,-0.001250,-0.006349,0.550717
0.117,0.013548,-0.009404,-0.007959,0.001309,-1.255657,-0.011309,0.024068,0.003576,-0.028562,-0.007509,-0.023706,-1.234562,-0.027886,0.012501,0.003876,0.013260,0.027567,0.005558,0.012564,-0.013859,-0.001307,-0.008345,0.872455
0.134,0.021208,-0.014155,-0.011196,-0.000610,-1.144595,-0.016397,0.041018,0.003638,-0.030181,-0.013835,-0.033751,-1.118958,-0.027044,0.022829,0.007411,0.013258,0.041810,0.006473,0.018943,-0.017809,-0.001359,-0.011114,1.374016
0.150,0.029269,-0.019373,-0.014578,-0.003148,-1.029722,-0.021571,0.060149,0.003559,-0.030181,-0.021137,-0.044182,-0.999581,-0.026002,0.034786,0.011222,0.013232,0.057218,0.006970,0.026111,-0.021192,-0.001390,-0.013820,1.927687
0.167,0.044277,-0.029508,-0.020825,-0.008902,-0.821304,-0.030813,0.098504,0.003126,-0.030242,-0.036114,-0.063298,-0.783916,-0.023722,0.059357,0.018507,0.013157,0.086801,0.006910,0.040484,-0.025854,-0.001410,-0.018440,3.015709
0.184,0.053631,-0.036014,-0.024702,-0.012913,-0.693043,-0.036401,0.123548,0.002740,-0.030305,-0.046035,-0.075085,-0.651322,-0.022157,0.075638,0.023122,0.013096,0.105616,0.006449,0.049887,-0.028063,-0.001408,-0.021141,3.718221
0.200,0.072119,-0.049237,-0.032351,-0.021540,-0.494281,-0.047149,0.175042,0.001754,-0.030463,-0.066660,-0.098155,-0.445746,-0.018813,0.109509,0.032365,0.012960,0.143485,0.004789,0.069318,-0.031206,-0.001379,-0.026186,5.151708
0.217,0.082226,-0.056642,-0.036525,-0.026593,-0.409276,-0.052882,0.204157,0.001108,-0.030566,-0.078427,-0.110659,-0.358038,-0.016863,0.128845,0.037477,0.012877,0.164518,0.003518,0.080352,-0.032334,-0.001351,-0.026186,5.957200
0.234,0.097800,-0.070655,-0.042836,-0.036501,-0.283644,-0.055639,0.259695,-0.000260,-0.030784,-0.101035,-0.126748,-0.228886,-0.013054,0.166013,0.047052,0.012710,0.204055,0.000581,0.101469,-0.033485,-0.001281,-0.026189,7.485881
0.251,0.100482,-0.078554,-0.043800,-0.042285,-0.230250,-0.056356,0.282184,-0.001116,-0.030920,-0.113972,-0.128780,-0.174298,-0.010839,0.187292,0.049008,0.012610,0.215015,-0.001379,0.113508,-0.033569,-0.001231,-0.026199,8.060827
0.267,0.102739,-0.079819,-0.044935,-0.051410,-0.157337,-0.056360,0.306486,-0.002829,-0.031190,-0.125974,-0.130279,-0.100283,-0.006632,0.207229,0.050446,0.012419,0.223662,-0.005545,0.124018,-0.032754,-0.001122,-0.026219,8.739862
0.284,0.103019,-0.080580,-0.045009,-0.052932,-0.130960,-0.056371,0.312596,-0.003846,-0.031356,-0.128291,-0.130470,-0.073779,-0.006632,0.211303,0.050446,0.012307,0.225382,-0.008143,0.126300,-0.031711,-0.001054,-0.026232,8.741729
0.301,0.103335,-0.081997,-0.045149,-0.054174,-0.103298,-0.056400,0.317318,-0.005712,-0.031530,-0.130226,-0.130696,-0.046358,-0.006625,0.214633,0.050458,0.012109,0.226692,-0.013117,0.128215,-0.028891,-0.000923,-0.026244,8.751272
0.317,0.103517,-0.082817,-0.045233,-0.054383,-0.096580,-0.056420,0.318213,-0.005712,-0.031564,-0.130666,-0.130696,-0.039828,-0.006610,0.215381,0.050472,0.012002,0.226938,-0.016058,0.128698,-0.026812,-0.000846,-0.026243,8.760155
0.334,0.103517,-0.083003,-0.045388,-0.054541,-0.091636,-0.056461,0.318860,-0.005726,-0.031628,-0.130986,-0.130698,-0.035043,-0.006562,0.215925,0.050508,0.011825,0.227116,-0.019533,0.129063,-0.022299,-0.000704,-0.026239,8.782134
0.351,0.103517,-0.083003,-0.045388,-0.054541,-0.091636,-0.056461,0.318860,-0.005726,-0.031628,-0.130986,-0.130698,-0.035043,-0.006562,0.215925,0.050508,0.011825,0.227116,-0.019533,0.129063,-0.022299,-0.000704,-0.026239,8.782134
0.367,0.103517,-0.083104,-0.045429,-0.054580,-0.090405,-0.056543,0.319024,-0.005786,-0.031667,-0.131066,-0.130706,-0.033852,-0.006428,0.216061,0.050599,0.011552,0.227160,-0.020398,0.129067,-0.012490,-0.000704,-0.026227,8.835362
0.384,0.103519,-0.083110,-0.045441,-0.054587,-0.090251,-0.056543,0.319060,-0.005817,-0.031671,-0.131080,-0.130709,-0.033700,-0.006368,0.216082,0.050637,0.011480,0.227169,-0.020513,0.129079,-0.008827,-0.000704,-0.026221,8.856974
0.401,0.103531,-0.083155,-0.045480,-0.054605,-0.090244,-0.056541,0.319215,-0.005921,-0.031709,-0.131139,-0.130705,-0.033303,-0.006186,0.216162,0.050739,0.011367,0.227223,-0.020839,0.129166,-0.000319,-0.000705,-0.026203,8.918178
0.418,0.103546,-0.083213,-0.045505,-0.054615,-0.090234,-0.056538,0.319359,-0.005998,-0.031760,-0.131194,-0.130693,-0.033303,-0.006067,0.216230,0.050794,0.011396,0.227283,-0.021029,0.129272,-0.000057,-0.000708,-0.026189,8.953439
0.434,0.103575,-0.083327,-0.045542,-0.054619,-0.090214,-0.056532,0.319616,-0.006123,-0.031861,-0.131291,-0.130664,-0.033302,-0.005887,0.216346,0.050800,0.011533,0.227396,-0.021183,0.129476,-0.000047,-0.000713,-0.026166,8.979939
0.451,0.103604,-0.083443,-0.045545,-0.054619,-0.090193,-0.056526,0.319866,-0.006199,-0.031965,-0.131386,-0.130632,-0.033301,-0.005862,0.216457,0.050800,0.011723,0.227510,-0.021183,0.129685,-0.000047,-0.000719,-0.026152,8.980300
0.468,0.103625,-0.083528,-0.045545,-0.054619,-0.090174,-0.056519,0.319951,-0.006199,-0.032051,-0.131419,-0.130595,-0.033299,-0.005861,0.216472,0.050800,0.011966,0.227582,-0.021184,0.129837,-0.000047,-0.000724,-0.026151,8.980305
0.484,0.103625,-0.083529,-0.045545,-0.054620,-0.090173,-0.056519,0.319952,-0.006200,-0.032055,-0.131419,-0.130589,-0.033297,-0.005860,0.216473,0.050800,0.012254,0.227584,-0.021185,0.129838,-0.000047,-0.000724,-0.026151,8.980306
0.501,0.103625,-0.083530,-0.045545,-0.054620,-0.090173,-0.056519,0.319953,-0.006202,-0.032055,-0.131420,-0.130589,-0.033296,-0.005859,0.216473,0.050800,0.012254,0.227584,-0.021186,0.129839,-0.000046,-0.000724,-0.026151,8.980306
0.518,0.103625,-0.083533,-0.045545,-0.054620,-0.090173,-0.056519,0.319954,-0.006205,-0.032055,-0.131422,-0.130588,-0.033296,-0.005857,0.216473,0.050800,0.012255,0.227584,-0.021187,0.129842,-0.000046,-0.000724,-0.026151,8.980305
0.534,0.103625,-0.083536,-0.045545,-0.054620,-0.090173,-0.056519,0.319956,-0.006207,-0.032055,-0.131424,-0.130588,-0.033296,-0.005857,0.216473,0.050800,0.012257,0.227584,-0.021187,0.129844,-0.000046,-0.000724,-0.026151,8.980304
0.551,0.103626,-0.083538,-0.045545,-0.054620,-0.090173,-0.056519,0.319956,-0.006207,-0.032055,-0.131425,-0.130588,-0.033296,-0.005857,0.216473,0.050800,0.012258,0.227584,-0.021187,0.129847,-0.000046,-0.000724,-0.026151,8.980301
0.568,0.103626,-0.083538,-0.045545,-0.054620,-0.090173,-0.056519,0.319956,-0.006207,-0.032055,-0.131425,-0.130588,-0.033296,-0.005857,0.216473,0.050800,0.012261,0.227584,-0.021187,0.129847,-0.000046,-0.000724,-0.026151,8.980296
0.585,0.103626,-0.083538,-0.045545,-0.054620,-0.090173,-0.056519,0.319956,-0.006207,-0.032055,-0.131426,-0.130588,-0.033296,-0.005857,0.216473,0.050800,0.012261,0.227584,-0.021187,0.129847,-0.000046,-0.000724,-0.026151,8.980291
0.601,0.103626,-0.083538,-0.045545,-0.054619,-0.090173,-0.056519,0.319957,-0.006207,-0.032055,-0.131430,-0.130588,-0.033296,-0.005857,0.216473,0.050800,0.012261,0.227584,-0.021188,0.129847,-0.000045,-0.000724,-0.026151,8.980279
0.618,0.103626,-0.083539,-0.045546,-0.054619,-0.090173,-0.056518,0.319957,-0.006207,-0.032054,-0.131438,-0.130589,-0.033295,-0.005857,0.216473,0.050800,0.012262,0.227584,-0.021188,0.129846,-0.000045,-0.000724,-0.026151,8.980264
0.635,0.103627,-0.083539,-0.045546,-0.054619,-0.090173,-0.056518,0.319957,-0.006207,-0.032053,-0.131446,-0.130589,-0.033294,-0.005857,0.216474,0.050799,0.012263,0.227584,-0.021189,0.129846,-0.000044,-0.000724,-0.026151,8.980247
0.651,0.103628,-0.083540,-0.045546,-0.054618,-0.090173,-0.056518,0.319958,-0.006207,-0.032052,-0.131458,-0.130590,-0.033293,-0.005858,0.216474,0.050799,0.012264,0.227584,-0.021190,0.129846,-0.000044,-0.000724,-0.026150,8.980234
0.668,0.103628,-0.083540,-0.045546,-0.054618,-0.090174,-0.056517,0.319958,-0.006207,-0.032052,-0.131458,-0.130591,-0.033293,-0.005858,0.216474,0.050799,0.012264,0.227584,-0.021190,0.129846,-0.000044,-0.000724,-0.026150,8.980233
0.685,0.103628,-0.083540,-0.045546,-0.054618,-0.090174,-0.056517,0.319958,-0.006207,-0.032052,-0.131458,-0.130591,-0.033293,-0.005858,0.216474,0.050799,0.012264,0.227584,-0.021190,0.129846,-0.000044,-0.000724,-0.026150,8.980233
0.701,0.103628,-0.083540,-0.045546,-0.054618,-0.090174,-0.056517,0.319958,-0.006207,-0.032052,-0.131458,-0.130591,-0.033293,-0.005858,0.216474,0.050799,0.012264,0.227584,-0.021190,0.129846,-0.000044,-0.000724,-0.026150,8.980232
0.718,0.103628,-0.083540,-0.045546,-0.054618,-0.090174,-0.056517,0.319958,-0.006207,-0.032052,-0.131459,-0.130591,-0.033293,-0.005858,0.216474,0.050799,0.012264,0.227584,-0.021190,0.129846,-0.000043,-0.000724,-0.026150,8.980230
0.735,0.103628,-0.083540,-0.045546,-0.054618,-0.090174,-0.056517,0.319958,-0.006207,-0.032052,-0.131463,-0.130591,-0.033293,-0.005858,0.216474,0.050801,0.012265,0.227584,-0.021191,0.129846,-0.000043,-0.000724,-0.026150,8.980220
0.752,0.103628,-0.083541,-0.045546,-0.054618,-0.090174,-0.056517,0.319958,-0.006207,-0.032052,-0.131469,-0.130591,-0.033293,-0.005858,0.216475,0.050804,0.012265,0.227584,-0.021191,0.129845,-0.000043,-0.000724,-0.026150,8.980205
0.768,0.103629,-0.083541,-0.045547,-0.054618,-0.090175,-0.056517,0.319959,-0.006207,-0.032051,-0.131488,-0.130591,-0.033292,-0.005858,0.216475,0.050808,0.012266,0.227584,-0.021192,0.129845,-0.000042,-0.000723,-0.026150,8.980175
0.785,0.103631,-0.083542,-0.045547,-0.054617,-0.090175,-0.056516,0.319959,-0.006207,-0.032049,-0.131522,-0.130592,-0.033291,-0.005857,0.216476,0.050812,0.012267,0.227584,-0.021194,0.129845,-0.000040,-0.000723,-0.026149,8.980132
0.802,0.103633,-0.083543,-0.045548,-0.054616,-0.090177,-0.056515,0.319961,-0.006207,-0.032047,-0.131578,-0.130594,-0.033289,-0.005857,0.216477,0.050814,0.012269,0.227584,-0.021196,0.129844,-0.000038,-0.000723,-0.026149,8.980065
0.818,0.103635,-0.083545,-0.045549,-0.054615,-0.090179,-0.056514,0.319962,-0.006207,-0.032045,-0.131635,-0.130595,-0.033288,-0.005857,0.216478,0.050814,0.012271,0.227584,-0.021198,0.129843,-0.000035,-0.000723,-0.026148,8.980001
0.835,0.103635,-0.083545,-0.045549,-0.054615,-0.090180,-0.056514,0.319962,-0.006207,-0.032045,-0.131662,-0.130595,-0.033287,-0.005858,0.216479,0.050814,0.012271,0.227584,-0.021199,0.129843,-0.000035,-0.000723,-0.026148,8.980001
0.852,0.103635,-0.083545,-0.045549,-0.054615,-0.090181,-0.056514,0.319964,-0.006207,-0.032045,-0.131662,-0.130595,-0.033287,-0.005858,0.216479,0.050814,0.012271,0.227584,-0.021199,0.129843,-0.000035,-0.000722,-0.026148,8.980000
0.868,0.103635,-0.083545,-0.045549,-0.054615,-0.090181,-0.056514,0.319971,-0.006207,-0.032045,-0.131666,-0.130595,-0.033287,-0.005858,0.216479,0.050814,0.012271,0.227584,-0.021199,0.129843,-0.000035,-0.000722,-0.026148,8.979999
0.885,0.103635,-0.083545,-0.045549,-0.054615,-0.090181,-0.056514,0.319988,-0.006207,-0.032045,-0.131674,-0.130595,-0.033287,-0.005858,0.216479,0.050814,0.012271,0.227584,-0.021199,0.129843,-0.000035,-0.000722,-0.026148,8.979997
0.902,0.103635,-0.083545,-0.045549,-0.054615,-0.090181,-0.056514,0.320007,-0.006207,-0.032045,-0.131686,-0.130595,-0.033287,-0.005858,0.216479,0.050814,0.012271,0.227584,-0.021199,0.129843,-0.000035,-0.000722,-0.026148,8.979995
0.918,0.103635,-0.083545,-0.045549,-0.054615,-0.090181,-0.056513,0.320030,-0.006207,-0.032045,-0.131699,-0.130595,-0.033287,-0.005858,0.216479,0.050813,0.012271,0.227584,-0.021199,0.129843,-0.000035,-0.000722,-0.026148,8.979992
0.935,0.103635,-0.083545,-0.045549,-0.054615,-0.090181,-0.056513,0.320038,-0.006207,-0.032045,-0.131709,-0.130595,-0.033287,-0.005858,0.216479,0.050813,0.012271,0.227584,-0.021199,0.129843,-0.000035,-0.000722,-0.026148,8.979992
0.952,0.103635,-0.083545,-0.045549,-0.054615,-0.090181,-0.056513,0.320038,-0.006207,-0.032045,-0.131709,-0.130595,-0.033288,-0.005858,0.216479,0.050813,0.012271,0.227584,-0.021199,0.129843,-0.000035,-0.000722,-0.026148,8.979992
0.969,0.103635,-0.083545,-0.045549,-0.054615,-0.090181,-0.056513,0.320038,-0.006207,-0.032045,-0.131709,-0.130595,-0.033288,-0.005858,0.216479,0.050813,0.012271,0.227584,-0.021199,0.129843,-0.000035,-0.000722,-0.026148,8.979991
0.985,0.103635,-0.083545,-0.045549,-0.054615,-0.090182,-0.056513,0.320038,-0.006207,-0.032045,-0.131709,-0.130595,-0.033288,-0.005858,0.216479,0.050813,0.012271,0.227584,-0.021199,0.129843,-0.000035,-0.000722,-0.026148,8.979991
1.002,0.103635,-0.083545,-0.045549,-0.054615,-0.090182,-0.056513,0.320039,-0.006207,-0.032045,-0.131709,-0.130595,-0.033288,-0.005858,0.216479,0.050813,0.012271,0.227584,-0.021199,0.129843,-0.000035,-0.000722,-0.026148,8.979990
1.019,0.103635,-0.083545,-0.045549,-0.054615,-0.090182,-0.056513,0.320045,-0.006207,-0.032045,-0.131709,-0.130595,-0.033288,-0.005858,0.216478,0.050813,0.012271,0.227583,-0.021199,0.129843,-0.000035,-0.000722,-0.026148,8.979989
1.035,0.103635,-0.083545,-0.045549,-0.054615,-0.090182,-0.056513,0.320048,-0.006207,-0.032045,-0.131709,-0.130595,-0.033288,-0.005858,0.216478,0.050813,0.012271,0.227583,-0.021199,0.129843,-0.000035,-0.000722,-0.026148,8.979989
1.052,0.103635,-0.083545,-0.045549,-0.054615,-0.090182,-0.056513,0.320071,-0.006207,-0.032045,-0.131709,-0.130595,-0.033288,-0.005858,0.216479,0.050813,0.012271,0.227583,-0.021199,0.129843,-0.000035,-0.000722,-0.026148,8.979987
1.069,0.103636,-0.083546,-0.045550,-0.054615,-0.090181,-0.056514,0.320101,-0.006207,-0.032046,-0.131709,-0.130596,-0.033287,-0.005858,0.216480,0.050812,0.012272,0.227583,-0.021200,0.129843,-0.000033,-0.000722,-0.026148,8.979983
1.086,0.103638,-0.083549,-0.045551,-0.054616,-0.090179,-0.056514,0.320151,-0.006207,-0.032048,-0.131711,-0.130597,-0.033285,-0.005857,0.216482,0.050808,0.012274,0.227583,-0.021202,0.129844,-0.000030,-0.000722,-0.026147,8.979976
1.102,0.103640,-0.083553,-0.045552,-0.054617,-0.090176,-0.056514,0.320203,-0.006207,-0.032050,-0.131712,-0.130598,-0.033282,-0.005856,0.216486,0.050805,0.012276,0.227583,-0.021205,0.129845,-0.000025,-0.000721,-0.026146,8.979966
1.119,0.103643,-0.083557,-0.045553,-0.054618,-0.090173,-0.056515,0.320230,-0.006207,-0.032053,-0.131714,-0.130599,-0.033279,-0.005855,0.216490,0.050800,0.012278,0.227583,-0.021209,0.129847,-0.000020,-0.000720,-0.026145,8.979957
1.136,0.103644,-0.083559,-0.045553,-0.054618,-0.090172,-0.056515,0.320231,-0.006207,-0.032055,-0.131715,-0.130600,-0.033278,-0.005854,0.216491,0.050799,0.012280,0.227583,-0.021211,0.129847,-0.000018,-0.000720,-0.026144,8.979954
1.152,0.103644,-0.083559,-0.045553,-0.054618,-0.090172,-0.056515,0.320231,-0.006207,-0.032055,-0.131715,-0.130600,-0.033278,-0.005854,0.216491,0.050799,0.012280,0.227583,-0.021211,0.129847,-0.000018,-0.000720,-0.026144,8.979953
1.169,0.103644,-0.083559,-0.045553,-0.054618,-0.090172,-0.056515,0.320231,-0.006207,-0.032055,-0.131715,-0.130600,-0.033278,-0.005854,0.216491,0.050799,0.012280,0.227583,-0.021211,0.129847,-0.000018,-0.000720,-0.026144,8.979953
1.186,0.103644,-0.083559,-0.045553,-0.054618,-0.090172,-0.056515,0.320232,-0.006207,-0.032055,-0.131721,-0.130600,-0.033278,-0.005854,0.216492,0.050799,0.012280,0.227583,-0.021211,0.129848,-0.000017,-0.000720,-0.026144,8.979951
1.202,0.103645,-0.083559,-0.045553,-0.054618,-0.090173,-0.056514,0.320233,-0.006207,-0.032054,-0.131744,-0.130600,-0.033277,-0.005854,0.216492,0.050799,0.012280,0.227583,-0.021212,0.129848,-0.000017,-0.000720,-0.026144,8.979947
1.219,0.103646,-0.083560,-0.045553,-0.054617,-0.090175,-0.056513,0.320234,-0.006207,-0.032052,-0.131781,-0.130601,-0.033276,-0.005854,0.216493,0.050799,0.012281,0.227583,-0.021213,0.129849,-0.000016,-0.000719,-0.026143,8.979939
1.236,0.103647,-0.083561,-0.045553,-0.054617,-0.090177,-0.056512,0.320236,-0.006207,-0.032050,-0.131832,-0.130602,-0.033275,-0.005853,0.216494,0.050799,0.012283,0.227583,-0.021215,0.129849,-0.000014,-0.000719,-0.026143,8.979927
1.253,0.103649,-0.083563,-0.045554,-0.054616,-0.090180,-0.056511,0.320238,-0.006207,-0.032046,-0.131908,-0.130603,-0.033273,-0.005852,0.216497,0.050799,0.012285,0.227583,-0.021217,0.129849,-0.000012,-0.000719,-0.026142,8.979909
1.269,0.103651,-0.083564,-0.045554,-0.054615,-0.090180,-0.056509,0.320238,-0.006207,-0.032044,-0.131962,-0.130604,-0.033272,-0.005852,0.216498,0.050799,0.012286,0.227583,-0.021219,0.129849,-0.000010,-0.000719,-0.026141,8.979894
1.286,0.103651,-0.083564,-0.045554,-0.054615,-0.090180,-0.056509,0.320238,-0.006207,-0.032044,-0.131965,-0.130604,-0.033272,-0.005852,0.216498,0.050799,0.012286,0.227583,-0.021219,0.129849,-0.000010,-0.000719,-0.026141,8.979892
1.303,0.103651,-0.083564,-0.045554,-0.054615,-0.090180,-0.056509,0.320238,-0.006207,-0.032044,-0.131965,-0.130604,-0.033272,-0.005852,0.216498,0.050799,0.012286,0.227583,-0.021219,0.129849,-0.000010,-0.000719,-0.026141,8.979892
1.319,0.103651,-0.083564,-0.045554,-0.054615,-0.090180,-0.056509,0.320238,-0.006207,-0.032044,-0.131965,-0.130604,-0.033272,-0.005852,0.216498,0.050799,0.012286,0.227583,-0.021219,0.129849,-0.000010,-0.000719,-0.026141,8.979892
1.336,0.103651,-0.083564,-0.045554,-0.054615,-0.090180,-0.056509,0.320241,-0.006207,-0.032044,-0.131965,-0.130604,-0.033272,-0.005852,0.216498,0.050799,0.012286,0.227583,-0.021219,0.129849,-0.000010,-0.000719,-0.026141,8.979892
1.353,0.103651,-0.083564,-0.045554,-0.054615,-0.090180,-0.056509,0.320247,-0.006207,-0.032044,-0.131965,-0.130604,-0.033272,-0.005852,0.216498,0.050799,0.012286,0.227583,-0.021219,0.129849,-0.000010,-0.000719,-0.026141,8.979891
1.369,0.103651,-0.083564,-0.045554,-0.054615,-0.090180,-0.056509,0.320255,-0.006207,-0.032044,-0.131965,-0.130604,-0.033272,-0.005852,0.216498,0.050799,0.012286,0.227583,-0.021219,0.129849,-0.000010,-0.000719,-0.026141,8.979891
1.386,0.103651,-0.083564,-0.045554,-0.054615,-0.090181,-0.056509,0.320265,-0.006203,-0.032044,-0.131965,-0.130604,-0.033272,-0.005852,0.216498,0.050799,0.012286,0.227583,-0.021219,0.129849,-0.000010,-0.000719,-0.026141,8.979890
1.403,0.103651,-0.083564,-0.045554,-0.054615,-0.090181,-0.056509,0.320271,-0.006197,-0.032044,-0.131965,-0.130604,-0.033272,-0.005852,0.216498,0.050799,0.012286,0.227583,-0.021219,0.129849,-0.000010,-0.000719,-0.026141,8.979888
1.420,0.103651,-0.083564,-0.045554,-0.054615,-0.090181,-0.056509,0.320271,-0.006187,-0.032044,-0.131966,-0.130604,-0.033273,-0.005852,0.216498,0.050799,0.012286,0.227583,-0.021219,0.129849,-0.000010,-0.000719,-0.026141,8.979887
1.436,0.103651,-0.083564,-0.045556,-0.054615,-0.090181,-0.056509,0.320271,-0.006175,-0.032044,-0.131970,-0.130604,-0.033273,-0.005852,0.216498,0.050799,0.012286,0.227583,-0.021219,0.129849,-0.000010,-0.000719,-0.026141,8.979886
1.453,0.103651,-0.083564,-0.045559,-0.054615,-0.090181,-0.056509,0.320272,-0.006170,-0.032044,-0.131977,-0.130604,-0.033273,-0.005852,0.216498,0.050799,0.012286,0.227583,-0.021219,0.129849,-0.000010,-0.000719,-0.026141,8.979885
1.470,0.103652,-0.083566,-0.045562,-0.054616,-0.090181,-0.056509,0.320294,-0.006169,-0.032045,-0.131987,-0.130604,-0.033272,-0.005851,0.216500,0.050799,0.012286,0.227583,-0.021221,0.129851,-0.000008,-0.000718,-0.026141,8.979967
1.486,0.103654,-0.083572,-0.045564,-0.054619,-0.090181,-0.056508,0.320343,-0.006169,-0.032048,-0.132000,-0.130604,-0.033270,-0.005850,0.216507,0.050799,0.012288,0.227584,-0.021224,0.129857,-0.000003,-0.000718,-0.026140,8.980177
1.503,0.103658,-0.083580,-0.045564,-0.054624,-0.090181,-0.056507,0.320416,-0.006168,-0.032052,-0.132015,-0.130604,-0.033266,-0.005849,0.216516,0.050799,0.012290,0.227586,-0.021229,0.129867,0.000005,-0.000717,-0.026138,8.980502
1.520,0.103540,-0.083591,-0.045548,-0.053869,-0.090566,-0.056508,0.321432,-0.006199,-0.032587,-0.131624,-0.130486,-0.033786,-0.005840,0.216797,0.050638,0.012040,0.227522,-0.021385,0.130034,0.000292,-0.000721,-0.026090,8.987612
1.536,0.102820,-0.083604,-0.045433,-0.048889,-0.093108,-0.056602,0.327650,-0.006368,-0.036045,-0.129086,-0.129571,-0.037222,-0.005803,0.218437,0.049545,0.010422,0.226862,-0.022269,0.130960,0.001948,-0.000757,-0.025827,9.016346
1.553,0.101025,-0.083510,-0.045067,-0.036234,-0.099676,-0.057147,0.343821,-0.006774,-0.044851,-0.122734,-0.126859,-0.046088,-0.005719,0.222219,0.046678,0.006303,0.224727,-0.024300,0.132968,0.005613,-0.000883,-0.025193,9.049150
1.570,0.097082,-0.083232,-0.044125,-0.008858,-0.114262,-0.059102,0.380551,-0.007496,-0.063973,-0.109447,-0.119739,-0.065562,-0.005544,0.229696,0.040170,-0.002637,0.219248,-0.028427,0.136983,0.012384,-0.001267,-0.023873,9.028802
1.587,0.091705,-0.082703,-0.042665,0.027636,-0.134226,-0.062832,0.431829,-0.008217,-0.089484,-0.092231,-0.108559,-0.091908,-0.005472,0.238918,0.031092,-0.014630,0.210978,-0.033699,0.142012,0.020046,-0.001951,-0.022094,8.887341
1.603,0.083076,-0.081670,-0.040050,0.084700,-0.166433,-0.070726,0.515769,-0.008778,-0.129226,-0.066128,-0.088026,-0.133614,-0.005400,0.252335,0.016234,-0.033460,0.196563,-0.041544,0.149447,0.027571,-0.003382,-0.019288,8.478421
1.620,0.073818,-0.080129,-0.036924,0.143630,-0.201161,-0.081338,0.601568,-0.008968,-0.170454,-0.039288,-0.063386,-0.177672,-0.005508,0.265652,0.000071,-0.053243,0.180025,-0.049160,0.154827,0.028958,-0.005341,-0.016245,7.863804
1.637,0.061225,-0.077607,-0.032265,0.206050,-0.248754,-0.098918,0.697032,-0.008609,-0.215435,-0.009220,-0.025798,-0.230164,-0.006070,0.281217,-0.022197,-0.079465,0.156192,-0.052838,0.156202,0.030047,-0.008715,-0.012071,6.785632
1.653,0.049068,-0.075815,-0.027418,0.254920,-0.288578,-0.119239,0.777792,-0.007107,-0.244257,0.009454,0.015471,-0.267711,-0.007073,0.289125,-0.044074,-0.097975,0.131991,-0.055793,0.158544,0.029712,-0.012752,-0.007940,5.485589
1.670,0.036520,-0.074459,-0.020953,0.309029,-0.329376,-0.148994,0.868971,-0.004044,-0.271572,0.026755,0.073755,-0.304216,-0.009103,0.299137,-0.067974,-0.113550,0.102128,-0.059975,0.163156,0.027285,-0.018921,-0.002513,3.543448
1.687,0.027574,-0.074131,-0.013798,0.362777,-0.366637,-0.184799,0.957932,0.000278,-0.293744,0.040199,0.139104,-0.335719,-0.012282,0.310178,-0.087557,-0.127054,0.077176,-0.065046,0.170814,0.021992,-0.026757,0.003477,1.165935
1.703,0.020573,-0.075712,-0.007314,0.408895,-0.396250,-0.217545,1.033163,0.004536,-0.311068,0.050935,0.194875,-0.360326,-0.016033,0.320382,-0.104180,-0.137326,0.058524,-0.070443,0.181140,0.014524,-0.034738,0.009021,-1.098960
1.720,0.013066,-0.080915,-0.001305,0.467719,-0.429964,-0.250415,1.120032,0.005038,-0.329857,0.064759,0.264249,-0.387292,-0.021700,0.333401,-0.122561,-0.148865,0.035460,-0.078305,0.198918,0.001788,-0.045518,0.016144,-3.645588
