Timestamp,H1,H2,H3,R1,R2,R3,R4,R5,R6,R7,L1,L2,L3,L4,L5,L6,L7,T1,T2,T3,Vx,Vz,Vr
8.801,0.106198,0.108634,-0.054661,1.148540,-0.387061,-0.106237,1.602082,-0.004314,0.250511,0.174533,-0.063750,-0.226081,-0.015213,0.208333,-0.032357,-0.074573,0.028358,0.023497,-0.086961,-0.074834,-0.001168,0.009019,19.895900
8.818,0.106198,0.108634,-0.054661,1.148540,-0.387061,-0.106237,1.602082,-0.004314,0.250511,0.174533,-0.063750,-0.226081,-0.015213,0.208333,-0.032357,-0.074573,0.028358,0.023497,-0.086961,-0.074834,-0.001168,0.009019,19.895900
8.834,0.105847,0.108289,-0.051244,1.164100,-0.391501,-0.144474,1.608480,-0.011587,0.220501,0.174533,-0.063266,-0.228406,-0.015009,0.205516,-0.033888,-0.074480,0.030522,0.022570,-0.085078,-0.073501,-0.000919,0.009472,20.813660
8.851,0.105847,0.108289,-0.051244,1.164100,-0.391501,-0.144474,1.608480,-0.011587,0.220501,0.174533,-0.063266,-0.228406,-0.015009,0.205516,-0.033888,-0.074480,0.030522,0.022570,-0.085078,-0.073501,-0.000919,0.009472,20.813660
8.868,0.105341,0.108013,-0.047659,1.181000,-0.396397,-0.189327,1.616529,-0.019145,0.187861,0.174533,-0.062745,-0.231174,-0.014741,0.205009,-0.035511,-0.074395,0.033101,0.021558,-0.083013,-0.072035,-0.000784,0.000000,10.740090
8.884,0.105341,0.108013,-0.047659,1.181000,-0.396397,-0.189327,1.616529,-0.019145,0.187861,0.174533,-0.062745,-0.231174,-0.014741,0.205009,-0.035511,-0.074395,0.033101,0.021558,-0.083013,-0.072035,-0.000784,0.000000,10.740090
8.901,0.104675,0.107703,-0.043921,1.199418,-0.401519,-0.240569,1.626179,-0.019145,0.152641,0.174533,-0.062098,-0.234357,-0.014334,0.204677,-0.037203,-0.074335,0.036138,0.020283,-0.080445,-0.070354,0.000000,0.000807,11.672790
8.918,0.104675,0.107703,-0.043921,1.199418,-0.401519,-0.240569,1.626179,-0.019145,0.152641,0.174533,-0.062098,-0.234357,-0.014334,0.204677,-0.037203,-0.074335,0.036138,0.020283,-0.080445,-0.070354,0.000000,0.000807,11.672790
8.935,0.103762,0.107476,-0.040046,1.219130,-0.402547,-0.297662,1.637588,-0.019628,0.114975,0.174533,-0.061326,-0.237877,-0.013837,0.204677,-0.038961,-0.074349,0.039620,0.018782,-0.077477,-0.068503,-0.000415,0.001952,12.430380
8.951,0.103762,0.107476,-0.040046,1.219130,-0.402547,-0.297662,1.637588,-0.019628,0.114975,0.174533,-0.061326,-0.237877,-0.013837,0.204677,-0.038961,-0.074349,0.039620,0.018782,-0.077477,-0.068503,-0.000415,0.001952,12.430380
8.968,0.102686,0.107288,-0.038547,1.240349,-0.403314,-0.360218,1.650447,-0.021111,0.075236,0.174533,-0.060451,-0.241680,-0.013168,0.204689,-0.039598,-0.074445,0.043505,0.017075,-0.074079,-0.066507,-0.000732,0.000000,13.298990
8.985,0.102686,0.107288,-0.038547,1.240349,-0.403314,-0.360218,1.650447,-0.021111,0.075236,0.174533,-0.060451,-0.241680,-0.013168,0.204689,-0.039598,-0.074445,0.043505,0.017075,-0.074079,-0.066507,-0.000732,0.000000,13.298990
9.001,0.101427,0.107149,-0.036886,1.262898,-0.403707,-0.427499,1.664820,-0.024093,0.052200,0.174533,-0.059469,-0.245663,-0.012350,0.204741,-0.040028,-0.074610,0.047749,0.015157,-0.070252,-0.064405,-0.001253,0.000259,14.051850
9.018,0.101427,0.107149,-0.036886,1.262898,-0.403707,-0.427499,1.664820,-0.024093,0.052200,0.174533,-0.059469,-0.245663,-0.012350,0.204741,-0.040028,-0.074610,0.047749,0.015157,-0.070252,-0.064405,-0.001253,0.000259,14.051850
9.035,0.099888,0.107136,-0.035006,1.286457,-0.403682,-0.498514,1.680952,-0.029138,0.027627,0.174533,-0.058401,-0.245663,-0.011437,0.204840,-0.040028,-0.074901,0.052267,0.013091,-0.066131,-0.063634,-0.002227,0.000993,7.334769
9.051,0.099888,0.107136,-0.035006,1.286457,-0.403682,-0.498514,1.680952,-0.029138,0.027627,0.174533,-0.058401,-0.245663,-0.011437,0.204840,-0.040028,-0.074901,0.052267,0.013091,-0.066131,-0.063634,-0.002227,0.000993,7.334769
9.068,0.098040,0.107265,-0.032860,1.297210,-0.403077,-0.539773,1.698990,-0.036847,0.001773,0.174533,-0.057251,-0.245732,-0.010450,0.205010,-0.040028,-0.075304,0.056987,0.010945,-0.061817,-0.063081,-0.003279,0.001334,7.871436
9.085,0.098040,0.107265,-0.032860,1.297210,-0.403077,-0.539773,1.698990,-0.036847,0.001773,0.174533,-0.057251,-0.245732,-0.010450,0.205010,-0.040028,-0.075304,0.056987,0.010945,-0.061817,-0.063081,-0.003279,0.001334,7.871436
9.102,0.095827,0.107598,-0.030408,1.308744,-0.401782,-0.583701,1.719072,-0.047568,-0.025098,0.174533,-0.056051,-0.245851,-0.009971,0.205263,-0.040050,-0.075829,0.057414,0.010945,-0.061817,-0.062468,-0.004489,0.001985,8.332557
9.118,0.095827,0.107598,-0.030408,1.308744,-0.401782,-0.583701,1.719072,-0.047568,-0.025098,0.174533,-0.056051,-0.245851,-0.009971,0.205263,-0.040050,-0.075829,0.057414,0.010945,-0.061817,-0.062468,-0.004489,0.001985,8.332557
9.135,0.093308,0.107894,-0.027607,1.321741,-0.399932,-0.631022,1.741100,-0.061240,-0.025098,0.174533,-0.054773,-0.246057,-0.009376,0.205909,-0.040069,-0.076473,0.058081,0.010712,-0.061300,-0.061597,-0.005403,0.002753,9.228137
9.152,0.093308,0.107894,-0.027607,1.321741,-0.399932,-0.631022,1.741100,-0.061240,-0.025098,0.174533,-0.054773,-0.246057,-0.009376,0.205909,-0.040069,-0.076473,0.058081,0.010712,-0.061300,-0.061597,-0.005403,0.002753,9.228137
9.168,0.090485,0.108126,-0.024433,1.336381,-0.397455,-0.681672,1.765015,-0.077869,-0.025098,0.174533,-0.053411,-0.246354,-0.008653,0.207032,-0.040098,-0.077184,0.059056,0.010146,-0.060098,-0.060411,-0.006255,0.004217,10.186930
9.185,0.090485,0.108126,-0.024433,1.336381,-0.397455,-0.681672,1.765015,-0.077869,-0.025098,0.174533,-0.053411,-0.246354,-0.008653,0.207032,-0.040098,-0.077184,0.059056,0.010146,-0.060098,-0.060411,-0.006255,0.004217,10.186930
9.202,0.087348,0.108274,-0.020879,1.352483,-0.394230,-0.735179,1.790792,-0.097423,-0.025616,0.174533,-0.051952,-0.246703,-0.007847,0.208640,-0.040169,-0.077991,0.060352,0.009289,-0.058237,-0.058926,-0.007246,0.004986,10.976050
9.218,0.087348,0.108274,-0.020879,1.352483,-0.394230,-0.735179,1.790792,-0.097423,-0.025616,0.174533,-0.051952,-0.246703,-0.007847,0.208640,-0.040169,-0.077991,0.060352,0.009289,-0.058237,-0.058926,-0.007246,0.004986,10.976050
9.235,0.083934,0.108220,-0.016956,1.370443,-0.390338,-0.791607,1.818079,-0.119384,-0.026532,0.174533,-0.050406,-0.247087,-0.006922,0.210938,-0.040268,-0.077991,0.062001,0.007981,-0.055426,-0.057023,-0.008087,0.006395,11.959450
9.252,0.083934,0.108220,-0.016956,1.370443,-0.390338,-0.791607,1.818079,-0.119384,-0.026532,0.174533,-0.050406,-0.247087,-0.006922,0.210938,-0.040268,-0.077991,0.062001,0.007981,-0.055426,-0.057023,-0.008087,0.006395,11.959450
9.268,0.080230,0.107985,-0.012694,1.389916,-0.385684,-0.822854,1.846656,-0.143363,-0.028358,0.174533,-0.048775,-0.247456,-0.005929,0.213883,-0.040413,-0.078006,0.063982,0.006273,-0.051746,-0.054739,-0.008928,0.007467,12.647700
9.285,0.080230,0.107985,-0.012694,1.389916,-0.385684,-0.822854,1.846656,-0.143363,-0.028358,0.174533,-0.048775,-0.247456,-0.005929,0.213883,-0.040413,-0.078006,0.063982,0.006273,-0.051746,-0.054739,-0.008928,0.007467,12.647700
9.302,0.076279,0.107538,-0.008147,1.410609,-0.380158,-0.856373,1.861108,-0.168835,-0.031366,0.174533,-0.047062,-0.247780,-0.004885,0.217473,-0.040588,-0.078023,0.066244,0.004183,-0.047217,-0.052112,-0.009626,0.008187,13.132550
9.319,0.076279,0.107538,-0.008147,1.410609,-0.380158,-0.856373,1.861108,-0.168835,-0.031366,0.174533,-0.047062,-0.247780,-0.004885,0.217473,-0.040588,-0.078023,0.066244,0.004183,-0.047217,-0.052112,-0.009626,0.008187,13.132550
9.335,0.072044,0.106982,-0.003383,1.432086,-0.373686,-0.891947,1.876614,-0.180620,-0.036104,0.174533,-0.046425,-0.248005,-0.003896,0.221612,-0.040852,-0.078021,0.068713,0.001768,-0.042017,-0.049211,-0.010247,0.009518,0.000000
9.352,0.072044,0.106982,-0.003383,1.432086,-0.373686,-0.891947,1.876614,-0.180620,-0.036104,0.174533,-0.046425,-0.248005,-0.003896,0.221612,-0.040852,-0.078021,0.068713,0.001768,-0.042017,-0.049211,-0.010247,0.009518,0.000000
9.369,0.067602,0.106221,0.001579,1.432086,-0.366236,-0.929477,1.893285,-0.188789,-0.042665,0.174533,-0.045708,-0.248077,-0.003632,0.226272,-0.040987,-0.078005,0.069856,-0.000846,-0.036249,-0.046125,-0.010920,0.008867,0.293406
9.385,0.067602,0.106221,0.001579,1.432086,-0.366236,-0.929477,1.893285,-0.188789,-0.042665,0.174533,-0.045708,-0.248077,-0.003632,0.226272,-0.040987,-0.078005,0.069856,-0.000846,-0.036249,-0.046125,-0.010920,0.008867,0.293406
9.402,0.062957,0.105352,0.002058,1.432581,-0.357784,-0.968581,1.911095,-0.197354,-0.051342,0.174533,-0.044896,-0.247939,-0.003465,0.231351,-0.041177,-0.077915,0.070493,-0.003606,-0.030121,-0.044610,-0.011525,0.000000,0.675039
9.419,0.062957,0.105352,0.002058,1.432581,-0.357784,-0.968581,1.911095,-0.197354,-0.051342,0.174533,-0.044896,-0.247939,-0.003465,0.231351,-0.041177,-0.077915,0.070493,-0.003606,-0.030121,-0.044610,-0.011525,0.000000,0.675039
9.436,0.061813,0.104175,0.002717,1.434798,-0.348848,-1.009941,1.929740,-0.205533,-0.060959,0.174533,-0.043979,-0.247566,-0.003366,0.237156,-0.041334,-0.077699,0.071286,-0.006684,-0.023314,-0.042766,0.000000,0.000834,1.684519
9.452,0.061813,0.104175,0.002717,1.434798,-0.348848,-1.009941,1.929740,-0.205533,-0.060959,0.174533,-0.043979,-0.247566,-0.003366,0.237156,-0.041334,-0.077699,0.071286,-0.006684,-0.023314,-0.042766,0.000000,0.000834,1.684519
9.469,0.060504,0.102699,0.003638,1.438787,-0.339519,-1.033173,1.949144,-0.213128,-0.071601,0.174533,-0.042894,-0.246892,-0.003365,0.243577,-0.041448,-0.077279,0.072199,-0.009990,-0.015999,-0.040640,-0.000549,0.001434,2.750079
9.486,0.060504,0.102699,0.003638,1.438787,-0.339519,-1.033173,1.949144,-0.213128,-0.071601,0.174533,-0.042894,-0.246892,-0.003365,0.243577,-0.041448,-0.077279,0.072199,-0.009990,-0.015999,-0.040640,-0.000549,0.001434,2.750079
9.502,0.058951,0.100954,0.004910,1.444565,-0.335897,-1.057892,1.959020,-0.219947,-0.083246,0.174533,-0.041599,-0.245846,-0.003476,0.250494,-0.041495,-0.076602,0.073179,-0.013439,-0.008339,-0.038270,-0.001519,0.001903,3.858055
9.519,0.058951,0.100954,0.004910,1.444565,-0.335897,-1.057892,1.959020,-0.219947,-0.083246,0.174533,-0.041599,-0.245846,-0.003476,0.250494,-0.041495,-0.076602,0.073179,-0.013439,-0.008339,-0.038270,-0.001519,0.001903,3.858055
9.536,0.057086,0.099020,0.006596,1.452075,-0.331993,-1.083809,1.969647,-0.225765,-0.095800,0.174533,-0.040081,-0.244375,-0.003745,0.257755,-0.041489,-0.075599,0.073179,-0.013439,-0.008339,-0.035729,-0.002807,0.002643,4.956088
9.552,0.057086,0.099020,0.006596,1.452075,-0.331993,-1.083809,1.969647,-0.225765,-0.095800,0.174533,-0.040081,-0.244375,-0.003745,0.257755,-0.041489,-0.075599,0.073179,-0.013439,-0.008339,-0.035729,-0.002807,0.002643,4.956088
9.569,0.054820,0.098096,0.008741,1.461183,-0.327745,-1.096353,1.981056,-0.230384,-0.109192,0.174533,-0.038342,-0.242438,-0.004182,0.259496,-0.041424,-0.074239,0.073139,-0.013439,-0.008339,-0.034447,-0.004348,0.003703,5.966081
9.586,0.054820,0.098096,0.008741,1.461183,-0.327745,-1.096353,1.981056,-0.230384,-0.109192,0.174533,-0.038342,-0.242438,-0.004182,0.259496,-0.041424,-0.074239,0.073139,-0.013439,-0.008339,-0.034447,-0.004348,0.003703,5.966081
9.603,0.052116,0.098096,0.011387,1.471662,-0.323160,-1.109715,1.993250,-0.233629,-0.123208,0.174533,-0.036380,-0.239995,-0.004793,0.261413,-0.041288,-0.072472,0.072996,-0.013498,-0.008199,-0.033958,-0.006136,0.004406,6.872355
9.619,0.052116,0.098096,0.011387,1.471662,-0.323160,-1.109715,1.993250,-0.233629,-0.123208,0.174533,-0.036380,-0.239995,-0.004793,0.261413,-0.041288,-0.072472,0.072996,-0.013498,-0.008199,-0.033958,-0.006136,0.004406,6.872355
9.636,0.048982,0.098044,0.014584,1.483331,-0.323160,-1.123966,2.006394,-0.235276,-0.123208,0.174533,-0.034172,-0.237028,-0.005579,0.263617,-0.041038,-0.070244,0.072689,-0.013670,-0.007784,-0.033348,-0.008332,0.004985,7.785032
9.653,0.048982,0.098044,0.014584,1.483331,-0.323160,-1.123966,2.006394,-0.235276,-0.123208,0.174533,-0.034172,-0.237028,-0.005579,0.263617,-0.041038,-0.070244,0.072689,-0.013670,-0.007784,-0.033348,-0.008332,0.004985,7.785032
9.669,0.045383,0.097683,0.018275,1.496532,-0.323320,-1.139407,2.020344,-0.234970,-0.122975,0.174533,-0.031539,-0.233542,-0.006641,0.266328,-0.040564,-0.067520,0.072324,-0.014232,-0.006557,-0.032154,-0.010294,0.006152,9.308301
9.686,0.045383,0.097683,0.018275,1.496532,-0.323320,-1.139407,2.020344,-0.234970,-0.122975,0.174533,-0.031539,-0.233542,-0.006641,0.266328,-0.040564,-0.067520,0.072324,-0.014232,-0.006557,-0.032154,-0.010294,0.006152,9.308301
9.703,0.041378,0.097024,0.022482,1.510865,-0.323649,-1.155639,2.034961,-0.232537,-0.122625,0.174533,-0.028493,-0.229535,-0.007951,0.269536,-0.039827,-0.064307,0.071842,-0.015205,-0.004488,-0.030387,-0.012245,0.007418,10.619970
9.719,0.037004,0.096099,0.027140,1.525866,-0.324075,-1.160899,2.041307,-0.227922,-0.122476,0.174533,-0.025065,-0.225028,-0.009491,0.273207,-0.038829,-0.060625,0.071194,-0.016573,-0.001613,-0.028088,-0.014029,0.008503,11.640970
9.736,0.037004,0.096099,0.027140,1.525866,-0.324075,-1.160899,2.041307,-0.227922,-0.122476,0.174533,-0.025065,-0.225028,-0.009491,0.273207,-0.038829,-0.060625,0.071194,-0.016573,-0.001613,-0.028088,-0.014029,0.008503,11.640970
9.753,0.032319,0.094950,0.032168,1.525866,-0.324542,-1.164490,2.048028,-0.221145,-0.122361,0.174533,-0.021309,-0.220061,-0.011213,0.277288,-0.037567,-0.056499,0.070331,-0.018301,0.001993,-0.025333,-0.015443,0.009188,12.318000
9.770,0.032319,0.094950,0.032168,1.525866,-0.324542,-1.164490,2.048028,-0.221145,-0.122361,0.174533,-0.021309,-0.220061,-0.011213,0.277288,-0.037567,-0.056499,0.070331,-0.018301,0.001993,-0.025333,-0.015443,0.009188,12.318000
9.786,0.027385,0.093598,0.037516,1.525866,-0.325277,-1.164490,2.055232,-0.212080,-0.122359,0.174533,-0.017300,-0.214667,-0.013058,0.281751,-0.035998,-0.051942,0.069135,-0.020377,0.006280,-0.022145,-0.016847,0.010207,4.434297
9.803,0.027385,0.093598,0.037516,1.525866,-0.325277,-1.164490,2.055232,-0.212080,-0.122359,0.174533,-0.017300,-0.214667,-0.013058,0.281751,-0.035998,-0.051942,0.069135,-0.020377,0.006280,-0.022145,-0.016847,0.010207,4.434297
9.820,0.022230,0.091917,0.043076,1.526179,-0.326409,-1.164327,2.062932,-0.200843,-0.122541,0.174533,-0.012925,-0.208922,-0.015123,0.286541,-0.034079,-0.047016,0.067645,-0.022911,0.011442,-0.018369,-0.017840,0.011387,4.962769
9.836,0.021690,0.089956,0.043076,1.526841,-0.328001,-1.163705,2.070949,-0.187606,-0.122852,0.174533,-0.008273,-0.202896,-0.017331,0.291569,-0.031790,-0.041812,0.065801,-0.025843,0.017351,-0.014095,-0.008273,0.012327,5.365081
9.853,0.021317,0.088827,0.043162,1.527319,-0.329093,-1.162907,2.074986,-0.180314,-0.123162,0.174533,-0.005863,-0.199869,-0.018495,0.294085,-0.030481,-0.039193,0.064707,-0.027482,0.020616,-0.011757,-0.008806,0.013420,5.750858
9.870,0.020680,0.087182,0.043407,1.528159,-0.330948,-1.160935,2.079993,-0.170211,-0.123793,0.174533,-0.002730,-0.196096,-0.020025,0.296208,-0.028557,-0.035945,0.063052,-0.029792,0.025171,-0.008538,-0.009750,0.014797,6.416924
9.886,0.020680,0.087182,0.043407,1.528159,-0.330948,-1.160935,2.079993,-0.170211,-0.123793,0.174533,-0.002730,-0.196096,-0.020025,0.296208,-0.028557,-0.035945,0.063052,-0.029792,0.025171,-0.008538,-0.009750,0.014797,6.416924
9.903,0.020216,0.086115,0.043629,1.528770,-0.332299,-1.159132,2.081358,-0.164045,-0.124287,0.174533,-0.000900,-0.194011,-0.020931,0.296468,-0.027304,-0.035141,0.061948,-0.031238,0.027996,-0.006568,-0.010176,0.015543,6.727098
9.920,0.020216,0.086115,0.043629,1.528770,-0.332299,-1.159132,2.081358,-0.164045,-0.124287,0.174533,-0.000900,-0.194011,-0.020931,0.296468,-0.027304,-0.035141,0.061948,-0.031238,0.027996,-0.006568,-0.010176,0.015543,6.727098
9.937,0.018478,0.082343,0.044518,1.531018,-0.337346,-1.151693,2.081780,-0.143097,-0.126140,0.174533,0.005224,-0.194011,-0.023983,0.296468,-0.022858,-0.035141,0.057993,-0.036237,0.037730,0.000174,-0.004838,0.008182,6.999451
9.953,0.018478,0.082343,0.044518,1.531018,-0.337346,-1.151693,2.081780,-0.143097,-0.126140,0.174533,0.005224,-0.194011,-0.023983,0.296468,-0.022858,-0.035141,0.057993,-0.036237,0.037730,0.000174,-0.004838,0.008182,6.999451
9.970,0.016515,0.078316,0.045600,1.533506,-0.343157,-1.142222,2.082335,-0.121271,-0.128068,0.174533,0.006756,-0.193793,-0.024330,0.296525,-0.018006,-0.035050,0.053574,-0.041504,0.047927,0.007196,-0.005244,0.008916,0.000000
9.987,0.016515,0.078316,0.045600,1.533506,-0.343157,-1.142222,2.082335,-0.121271,-0.128068,0.174533,0.006756,-0.193793,-0.024330,0.296525,-0.018006,-0.035050,0.053574,-0.041504,0.047927,0.007196,-0.005244,0.008916,0.000000
10.003,0.014725,0.074952,0.046657,1.535655,-0.348524,-1.132627,2.082927,-0.113684,-0.129527,0.174533,0.007711,-0.193348,-0.024646,0.296658,-0.013821,-0.034845,0.049615,-0.043531,0.048842,0.007570,-0.005590,0.010232,0.000000
10.020,0.014725,0.074952,0.046657,1.535655,-0.348524,-1.132627,2.082927,-0.113684,-0.129527,0.174533,0.007711,-0.193348,-0.024646,0.296658,-0.013821,-0.034845,0.049615,-0.043531,0.048842,0.007570,-0.005590,0.010232,0.000000
10.037,0.012294,0.074952,0.048164,1.536275,-0.356055,-1.118056,2.083848,-0.107685,-0.130993,0.174533,0.009049,-0.192365,-0.025080,0.296949,-0.008386,-0.034393,0.044281,-0.044531,0.049847,0.008010,-0.006057,0.010908,-0.027783
10.053,0.012294,0.074952,0.048164,1.536275,-0.356055,-1.118056,2.083848,-0.107685,-0.130993,0.174533,0.009049,-0.192365,-0.025080,0.296949,-0.008386,-0.034393,0.044281,-0.044531,0.049847,0.008010,-0.006057,0.010908,-0.027783
10.070,0.009639,0.074952,0.049868,1.536704,-0.364586,-1.100412,2.085040,-0.101120,-0.131956,0.174533,0.010579,-0.190833,-0.025597,0.297373,-0.006854,-0.033710,0.038517,-0.045222,0.051032,0.008654,-0.006675,0.011405,-0.110515
10.087,0.009639,0.074952,0.049868,1.536704,-0.364586,-1.100412,2.085040,-0.101120,-0.131956,0.174533,0.010579,-0.190833,-0.025597,0.297373,-0.006854,-0.033710,0.038517,-0.045222,0.051032,0.008654,-0.006675,0.011405,-0.110515
10.104,0.006736,0.074893,0.051747,1.537050,-0.374140,-1.079445,2.086382,-0.093850,-0.132205,0.174533,0.012285,-0.188692,-0.026164,0.297911,-0.005152,-0.032784,0.032388,-0.045976,0.052370,0.009549,-0.007164,0.012423,-0.269017
10.120,0.006736,0.074893,0.051747,1.537050,-0.374140,-1.079445,2.086382,-0.093850,-0.132205,0.174533,0.012285,-0.188692,-0.026164,0.297911,-0.005152,-0.032784,0.032388,-0.045976,0.052370,0.009549,-0.007164,0.012423,-0.269017
10.137,0.003672,0.074773,0.053738,1.537229,-0.384780,-1.054936,2.086909,-0.085757,-0.131580,0.174533,0.014182,-0.185893,-0.026805,0.298577,-0.003303,-0.031593,0.025908,-0.046777,0.053831,0.010743,-0.007474,0.013246,-0.525279
10.154,0.003672,0.074773,0.053738,1.537229,-0.384780,-1.054936,2.086909,-0.085757,-0.131580,0.174533,0.014182,-0.185893,-0.026805,0.298577,-0.003303,-0.031593,0.025908,-0.046777,0.053831,0.010743,-0.007474,0.013246,-0.525279
10.170,0.000475,0.074587,0.054730,1.537118,-0.396627,-1.026579,2.086909,-0.076654,-0.130087,0.174533,0.016302,-0.182390,-0.027544,0.299318,-0.001317,-0.030153,0.019124,-0.047607,0.055382,0.012295,-0.008000,0.006661,-0.895229
10.187,0.000475,0.074587,0.054730,1.537118,-0.396627,-1.026579,2.086909,-0.076654,-0.130087,0.174533,0.016302,-0.182390,-0.027544,0.299318,-0.001317,-0.030153,0.019124,-0.047607,0.055382,0.012295,-0.008000,0.006661,-0.895229
10.204,0.000290,0.074331,0.055252,1.536598,-0.409639,-0.994367,2.086677,-0.066658,-0.127605,0.174533,0.018645,-0.178191,-0.028390,0.300108,0.000774,-0.028485,0.012082,-0.047860,0.056140,0.014224,-0.003471,0.007224,-1.340754
10.220,0.000290,0.074331,0.055252,1.536598,-0.409639,-0.994367,2.086677,-0.066658,-0.127605,0.174533,0.018645,-0.178191,-0.028390,0.300108,0.000774,-0.028485,0.012082,-0.047860,0.056140,0.014224,-0.003471,0.007224,-1.340754
10.237,0.000015,0.074018,0.055831,1.535621,-0.423831,-0.958262,2.086003,-0.055692,-0.124172,0.174533,0.021149,-0.173302,-0.029351,0.300108,0.002946,-0.026563,0.004790,-0.048150,0.056593,0.016531,-0.003895,0.008370,-1.854296
10.254,-0.000395,0.073665,0.055853,1.533999,-0.439231,-0.918207,2.084684,-0.043890,-0.119971,0.174533,0.023881,-0.167795,-0.030454,0.300038,0.002946,-0.024486,0.004332,-0.048477,0.057079,0.019230,-0.004373,0.009248,-2.464322
10.271,-0.000395,0.073665,0.055853,1.533999,-0.439231,-0.918207,2.084684,-0.043890,-0.119971,0.174533,0.023881,-0.167795,-0.030454,0.300038,0.002946,-0.024486,0.004332,-0.048477,0.057079,0.019230,-0.004373,0.009248,-2.464322
10.287,-0.000840,0.073260,0.055874,1.531690,-0.455620,-0.874761,2.082330,-0.031646,-0.114759,0.174533,0.026778,-0.161783,-0.031656,0.299939,0.003013,-0.022268,0.003617,-0.048835,0.057600,0.022260,0.000000,0.001935,-3.059602
10.304,-0.000840,0.073260,0.055874,1.531690,-0.455620,-0.874761,2.082330,-0.031646,-0.114759,0.174533,0.026778,-0.161783,-0.031656,0.299939,0.003013,-0.022268,0.003617,-0.048835,0.057600,0.022260,0.000000,0.001935,-3.059602
10.321,-0.001362,0.072884,0.055903,1.528647,-0.473012,-0.827993,2.078668,-0.018914,-0.108846,0.174533,0.029827,-0.155352,-0.032974,0.299792,0.003155,-0.019955,0.002454,-0.049252,0.058156,0.025587,-0.000517,0.002840,-3.712419
10.337,-0.001362,0.072884,0.055903,1.528647,-0.473012,-0.827993,2.078668,-0.018914,-0.108846,0.174533,0.029827,-0.155352,-0.032974,0.299792,0.003155,-0.019955,0.002454,-0.049252,0.058156,0.025587,-0.000517,0.002840,-3.712419
10.354,-0.001921,0.072765,0.055903,1.524703,-0.491289,-0.778187,2.073415,-0.018914,-0.102516,0.174533,0.033071,-0.148639,-0.034378,0.299528,0.003416,-0.019955,0.000755,-0.049727,0.058761,0.029158,-0.001121,0.003509,-4.384530
10.371,-0.002451,0.072608,0.055905,1.519818,-0.501145,-0.725955,2.066204,-0.018606,-0.095890,0.174533,0.036431,-0.147361,-0.035900,0.299137,0.003750,-0.019955,-0.001576,-0.050281,0.059419,0.032875,-0.001585,0.004374,-4.988321
10.387,-0.002451,0.072608,0.055905,1.519818,-0.501145,-0.725955,2.066204,-0.018606,-0.095890,0.174533,0.036431,-0.147361,-0.035900,0.299137,0.003750,-0.019955,-0.001576,-0.050281,0.059419,0.032875,-0.001585,0.004374,-4.988321
10.404,-0.002693,0.072529,0.055904,1.517283,-0.505745,-0.702655,2.062197,-0.018248,-0.093151,0.174533,0.037925,-0.146732,-0.036620,0.298883,0.003907,-0.019951,-0.002870,-0.050564,0.059725,0.034496,-0.002491,0.006269,-5.591197
10.421,-0.002693,0.072529,0.055904,1.517283,-0.505745,-0.702655,2.062197,-0.018248,-0.093151,0.174533,0.037925,-0.146732,-0.036620,0.298883,0.003907,-0.019951,-0.002870,-0.050564,0.059725,0.034496,-0.002491,0.006269,-5.591197
10.438,-0.002693,0.072275,0.055895,1.510184,-0.517281,-0.672575,2.050719,-0.017044,-0.087144,0.174533,0.041584,-0.145062,-0.038494,0.298022,0.004045,-0.019894,-0.006595,-0.051334,0.060519,0.034496,-0.003121,0.007589,-6.201296
10.454,-0.002693,0.071974,0.055866,1.501890,-0.529650,-0.640236,2.037067,-0.015535,-0.081783,0.174533,0.045382,-0.143194,-0.040559,0.296850,0.004045,-0.019776,-0.011030,-0.052209,0.061395,0.034585,-0.003714,0.008858,-6.747246
10.471,-0.002693,0.071974,0.055866,1.501890,-0.529650,-0.640236,2.037067,-0.015535,-0.081783,0.174533,0.045382,-0.143194,-0.040559,0.296850,0.004045,-0.019776,-0.011030,-0.052209,0.061395,0.034585,-0.003714,0.008858,-6.747246
10.488,-0.002641,0.071848,0.055845,1.498586,-0.534318,-0.628039,2.031403,-0.014976,-0.079990,0.174533,0.045893,-0.142466,-0.041328,0.296353,0.004059,-0.019703,-0.012846,-0.052547,0.061732,0.034638,-0.004067,0.009301,-7.043132
10.504,-0.002641,0.071848,0.055845,1.498586,-0.534318,-0.628039,2.031403,-0.014976,-0.079990,0.174533,0.045893,-0.142466,-0.041328,0.296353,0.004059,-0.019703,-0.012846,-0.052547,0.061732,0.034638,-0.004067,0.009301,-7.043132
10.521,-0.002393,0.071372,0.055782,1.488356,-0.548152,-0.591993,2.013262,-0.014976,-0.075266,0.174533,0.045893,-0.140262,-0.043595,0.294753,0.004110,-0.019403,-0.018597,-0.053580,0.062725,0.034881,-0.003789,0.010495,-7.348577
10.538,-0.002393,0.071372,0.055782,1.488356,-0.548152,-0.591993,2.013262,-0.014976,-0.075266,0.174533,0.045893,-0.140262,-0.043595,0.294753,0.004110,-0.019403,-0.018597,-0.053580,0.062725,0.034881,-0.003789,0.010495,-7.348577
10.554,-0.001935,0.070785,0.055691,1.477410,-0.562668,-0.554478,1.992929,-0.015189,-0.075266,0.174533,0.045925,-0.137943,-0.043877,0.293035,0.004173,-0.018999,-0.024904,-0.054665,0.063772,0.035205,-0.003503,0.000000,0.000000
