Timestamp,H1,H2,H3,R1,R2,R3,R4,R5,R6,R7,L1,L2,L3,L4,L5,L6,L7,T1,T2,T3,Vx,Vz,Vr
0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.017,0.000000,0.000000,0.000000,0.000000,-1.570796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.570796,-0.026180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.033,0.000000,0.000000,0.000000,0.000000,-1.570796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.570796,-0.026180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050,0.000000,0.000000,0.000000,0.000000,-1.570796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.570796,-0.026180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.067,0.006120,-0.004691,-0.003071,-0.002383,-1.443369,-0.004500,0.011946,0.000242,-0.002103,-0.000173,-0.007506,-1.439873,-0.025721,0.008381,0.002904,0.000908,0.015701,0.001969,0.004783,-0.005067,0.002154,-0.069551,8.583380
0.084,0.006120,-0.004691,-0.003071,-0.002383,-1.443369,-0.004500,0.011946,0.000242,-0.002103,-0.000173,-0.007506,-1.439873,-0.025721,0.008381,0.002904,0.000908,0.015701,0.001969,0.004783,-0.005067,0.002154,-0.069551,8.583380
0.100,0.008678,-0.006465,-0.004210,-0.003485,-1.402964,-0.006196,0.017693,0.000209,-0.002930,-0.001420,-0.010700,-1.398595,-0.025387,0.012329,0.004161,0.001251,0.021529,0.002407,0.006860,-0.006604,0.002050,-0.096460,14.901280
0.117,0.025349,-0.017925,-0.011331,-0.011109,-1.163791,-0.016590,0.058646,-0.000365,-0.008249,-0.013750,-0.031847,-1.153580,-0.022784,0.040405,0.012396,0.003419,0.058091,0.003698,0.021547,-0.013268,0.000002,-0.159517,35.744210
0.134,0.038619,-0.027519,-0.016913,-0.017752,-1.024307,-0.024188,0.095578,-0.001156,-0.012417,-0.027626,-0.048877,-1.011573,-0.020284,0.065721,0.018896,0.005041,0.086795,0.002877,0.035299,-0.014074,-0.003098,-0.222106,62.387120
0.150,0.048320,-0.034812,-0.021026,-0.022715,-0.930224,-0.029546,0.123904,-0.001828,-0.015442,-0.038893,-0.061312,-0.916059,-0.018308,0.085164,0.023588,0.006212,0.107835,0.001642,0.046206,-0.014144,-0.004659,-0.245543,74.804040
0.167,0.069513,-0.051086,-0.030062,-0.033658,-0.717013,-0.041034,0.187242,-0.003399,-0.022020,-0.064714,-0.088440,-0.698783,-0.013820,0.128676,0.033759,0.008760,0.153903,-0.001776,0.071035,-0.013668,-0.006088,-0.262220,85.147930
0.184,0.089652,-0.066950,-0.038707,-0.044172,-0.543324,-0.051699,0.249141,-0.005011,-0.028236,-0.090665,-0.114173,-0.520835,-0.009354,0.171239,0.043333,0.011169,0.196214,-0.005866,0.095803,-0.012481,-0.008394,-0.011564,98.214100
0.200,0.100976,-0.078860,-0.044531,-0.051545,-0.431209,-0.054552,0.286917,-0.006386,-0.031425,-0.112408,-0.126712,-0.405147,-0.005645,0.200473,0.047810,0.012464,0.217334,-0.009780,0.116415,-0.010957,-0.009726,-0.012059,83.124020
0.217,0.102443,-0.082586,-0.045160,-0.052533,-0.337294,-0.054786,0.307280,-0.007830,-0.031730,-0.125049,-0.129627,-0.307336,-0.004139,0.213789,0.048173,0.012466,0.226053,-0.014186,0.127034,-0.009006,-0.010392,-0.012861,29.727180
0.234,0.102798,-0.084392,-0.045312,-0.052736,-0.225843,-0.054840,0.318322,-0.007834,-0.031796,-0.130803,-0.131019,-0.189468,-0.003727,0.219596,0.048257,0.012476,0.230023,-0.021233,0.131379,-0.005635,-0.003823,-0.002407,7.227406
0.251,0.102798,-0.084392,-0.045312,-0.052736,-0.225843,-0.054840,0.318322,-0.007834,-0.031796,-0.130803,-0.131019,-0.189468,-0.003727,0.219596,0.048257,0.012476,0.230023,-0.021233,0.131379,-0.005635,-0.003823,-0.002407,7.227406
0.267,0.102874,-0.084392,-0.045345,-0.052781,-0.208015,-0.054852,0.319090,-0.007837,-0.031810,-0.131239,-0.131142,-0.170371,-0.003640,0.220047,0.048276,0.012479,0.230023,-0.021827,0.131719,-0.004926,-0.002508,-0.002435,4.470363
0.284,0.102874,-0.084392,-0.045345,-0.052781,-0.208015,-0.054852,0.319090,-0.007837,-0.031810,-0.131239,-0.131142,-0.170371,-0.003640,0.220047,0.048276,0.012479,0.230023,-0.021827,0.131719,-0.004926,-0.002508,-0.002435,4.470363
0.301,0.103516,-0.084392,-0.045620,-0.053163,-0.151644,-0.054952,0.319090,-0.007867,-0.031932,-0.131239,-0.131142,-0.102927,-0.003309,0.220047,0.048430,0.012513,0.230023,-0.021827,0.131719,-0.002307,0.000000,0.000000,0.000000
0.317,0.103516,-0.084392,-0.045620,-0.053163,-0.151644,-0.054952,0.319090,-0.007867,-0.031932,-0.131239,-0.131142,-0.102927,-0.003309,0.220047,0.048430,0.012513,0.230023,-0.021827,0.131719,-0.002307,0.000000,0.000000,0.000000
0.334,0.103516,-0.084394,-0.045620,-0.053163,-0.120872,-0.054952,0.319090,-0.007905,-0.031932,-0.131239,-0.131142,-0.068118,-0.003143,0.220047,0.048430,0.012550,0.230030,-0.021827,0.131719,-0.000977,0.000000,0.000000,0.000000
0.351,0.103518,-0.084400,-0.045621,-0.053166,-0.098711,-0.054952,0.319143,-0.007966,-0.031933,-0.131269,-0.131150,-0.043410,-0.003025,0.220079,0.048431,0.012608,0.230052,-0.021867,0.131743,-0.000035,-0.000036,-0.000054,0.059478
0.367,0.103526,-0.084407,-0.045624,-0.053182,-0.090634,-0.054954,0.319227,-0.008000,-0.031937,-0.131318,-0.131163,-0.034514,-0.002982,0.220130,0.048434,0.012635,0.230075,-0.021929,0.131782,0.000307,-0.000081,-0.000122,0.133081
0.384,0.103529,-0.084410,-0.045626,-0.053189,-0.090262,-0.054955,0.319259,-0.008010,-0.031939,-0.131337,-0.131168,-0.033876,-0.002980,0.220150,0.048435,0.012637,0.230083,-0.021953,0.131796,0.000322,-0.000091,-0.000137,0.150088
0.401,0.103549,-0.084424,-0.045634,-0.053227,-0.089680,-0.054959,0.319445,-0.008062,-0.031949,-0.131445,-0.131196,-0.033506,-0.002977,0.220263,0.048442,0.012639,0.230130,-0.022091,0.131882,0.000348,-0.000118,-0.000177,0.193714
0.418,0.103567,-0.084436,-0.045642,-0.053263,-0.089597,-0.054963,0.319611,-0.008062,-0.031958,-0.131542,-0.131221,-0.033246,-0.002977,0.220364,0.048448,0.012640,0.230170,-0.022214,0.131958,0.000352,-0.000143,-0.000214,0.234612
0.434,0.103583,-0.084446,-0.045648,-0.053293,-0.089578,-0.054967,0.319751,-0.008062,-0.031966,-0.131623,-0.131243,-0.033246,-0.002977,0.220449,0.048454,0.012640,0.230203,-0.022318,0.132022,0.000352,-0.000155,-0.000232,0.254062
0.451,0.103604,-0.084451,-0.045657,-0.053335,-0.089578,-0.054972,0.319870,-0.008062,-0.031977,-0.131692,-0.131260,-0.033245,-0.002977,0.220521,0.048461,0.012640,0.230219,-0.022406,0.132077,0.000352,-0.000064,-0.000095,0.105112
0.468,0.103607,-0.084451,-0.045658,-0.053340,-0.089578,-0.054972,0.319915,-0.008063,-0.031978,-0.131718,-0.131267,-0.033245,-0.002977,0.220548,0.048462,0.012640,0.230220,-0.022440,0.132097,0.000352,-0.000011,-0.000016,0.018013
0.484,0.103607,-0.084451,-0.045658,-0.053340,-0.089578,-0.054972,0.319915,-0.008063,-0.031978,-0.131718,-0.131267,-0.033245,-0.002977,0.220548,0.048462,0.012640,0.230220,-0.022440,0.132097,0.000352,-0.000011,-0.000016,0.018013
0.501,0.103608,-0.084451,-0.045659,-0.053341,-0.089578,-0.054972,0.319917,-0.008063,-0.031978,-0.131720,-0.131268,-0.033244,-0.002977,0.220549,0.048462,0.012640,0.230220,-0.022441,0.132099,0.000352,-0.000006,-0.000009,0.010066
0.518,0.103608,-0.084451,-0.045659,-0.053341,-0.089578,-0.054972,0.319917,-0.008063,-0.031978,-0.131720,-0.131268,-0.033244,-0.002977,0.220549,0.048462,0.012640,0.230220,-0.022441,0.132099,0.000352,-0.000006,-0.000009,0.010066
0.534,0.103608,-0.084452,-0.045659,-0.053341,-0.089578,-0.054973,0.319917,-0.008064,-0.031978,-0.131720,-0.131268,-0.033242,-0.002977,0.220549,0.048462,0.012640,0.230221,-0.022441,0.132099,0.000353,0.000000,0.000000,0.000000
0.551,0.103608,-0.084452,-0.045659,-0.053341,-0.089578,-0.054973,0.319917,-0.008064,-0.031978,-0.131720,-0.131268,-0.033242,-0.002977,0.220549,0.048462,0.012640,0.230221,-0.022441,0.132099,0.000353,0.000000,0.000000,0.000000
0.568,0.103608,-0.084452,-0.045659,-0.053341,-0.089578,-0.054973,0.319917,-0.008065,-0.031978,-0.131720,-0.131268,-0.033240,-0.002977,0.220549,0.048463,0.012640,0.230222,-0.022441,0.132099,0.000353,0.000000,0.000000,0.000000
0.585,0.103608,-0.084453,-0.045659,-0.053341,-0.089578,-0.054973,0.319917,-0.008065,-0.031979,-0.131720,-0.131268,-0.033237,-0.002977,0.220549,0.048463,0.012640,0.230224,-0.022441,0.132099,0.000353,0.000000,0.000000,0.000168
0.601,0.103608,-0.084453,-0.045659,-0.053342,-0.089578,-0.054973,0.319918,-0.008065,-0.031979,-0.131720,-0.131268,-0.033237,-0.002977,0.220550,0.048463,0.012640,0.230225,-0.022442,0.132099,0.000353,0.000000,0.000000,0.000372
0.618,0.103608,-0.084453,-0.045659,-0.053342,-0.089578,-0.054973,0.319918,-0.008065,-0.031979,-0.131720,-0.131268,-0.033237,-0.002977,0.220550,0.048463,0.012640,0.230225,-0.022442,0.132099,0.000353,0.000000,0.000000,0.000419
0.635,0.103608,-0.084453,-0.045659,-0.053343,-0.089578,-0.054973,0.319918,-0.008065,-0.031979,-0.131720,-0.131268,-0.033237,-0.002977,0.220550,0.048463,0.012640,0.230226,-0.022442,0.132099,0.000353,0.000000,0.000000,0.000536
0.651,0.103609,-0.084453,-0.045658,-0.053344,-0.089578,-0.054973,0.319919,-0.008065,-0.031979,-0.131721,-0.131268,-0.033237,-0.002977,0.220550,0.048463,0.012640,0.230226,-0.022442,0.132099,0.000353,0.000000,0.000000,0.000643
0.668,0.103609,-0.084453,-0.045658,-0.053344,-0.089578,-0.054973,0.319919,-0.008065,-0.031980,-0.131721,-0.131268,-0.033237,-0.002977,0.220551,0.048463,0.012640,0.230226,-0.022443,0.132099,0.000353,0.000000,0.000000,0.000690
0.685,0.103609,-0.084453,-0.045658,-0.053345,-0.089578,-0.054973,0.319919,-0.008065,-0.031980,-0.131721,-0.131268,-0.033237,-0.002977,0.220551,0.048463,0.012640,0.230226,-0.022443,0.132100,0.000353,0.000000,0.000000,0.000000
0.701,0.103610,-0.084453,-0.045658,-0.053345,-0.089578,-0.054973,0.319919,-0.008065,-0.031980,-0.131721,-0.131268,-0.033237,-0.002977,0.220551,0.048463,0.012640,0.230226,-0.022443,0.132100,0.000353,0.000000,0.000000,0.000003
0.718,0.103610,-0.084453,-0.045658,-0.053345,-0.089578,-0.054973,0.319919,-0.008065,-0.031980,-0.131721,-0.131268,-0.033237,-0.002977,0.220551,0.048463,0.012640,0.230226,-0.022443,0.132100,0.000353,0.000000,0.000000,0.000003
0.735,0.103610,-0.084453,-0.045658,-0.053345,-0.089578,-0.054973,0.319919,-0.008065,-0.031980,-0.131721,-0.131268,-0.033237,-0.002977,0.220551,0.048463,0.012640,0.230226,-0.022443,0.132100,0.000353,0.000000,0.000000,0.000005
0.752,0.103610,-0.084453,-0.045658,-0.053345,-0.089578,-0.054973,0.319919,-0.008065,-0.031980,-0.131721,-0.131268,-0.033237,-0.002977,0.220551,0.048463,0.012640,0.230226,-0.022443,0.132100,0.000353,0.000000,0.000000,0.000005
0.768,0.103610,-0.084453,-0.045658,-0.053345,-0.089578,-0.054973,0.319919,-0.008065,-0.031980,-0.131721,-0.131268,-0.033237,-0.002977,0.220551,0.048463,0.012640,0.230226,-0.022443,0.132100,0.000353,0.000000,0.000000,0.000005
0.785,0.103586,-0.084431,-0.045639,-0.053301,-0.089638,-0.054979,0.319956,-0.008081,-0.031990,-0.131701,-0.131235,-0.033286,-0.002989,0.220599,0.048442,0.012614,0.230174,-0.022463,0.132077,0.000385,0.000142,0.001770,-0.107716
0.802,0.103507,-0.084386,-0.045597,-0.053209,-0.089790,-0.054975,0.320035,-0.008099,-0.032032,-0.131657,-0.131161,-0.033399,-0.003021,0.220716,0.048387,0.012550,0.230041,-0.022502,0.132031,0.000469,0.000057,0.004817,-0.373959
0.818,0.102853,-0.084000,-0.045263,-0.052485,-0.091016,-0.054930,0.320650,-0.008245,-0.032316,-0.131280,-0.130541,-0.034358,-0.003302,0.221661,0.047896,0.012013,0.228943,-0.022799,0.131622,0.001160,-0.000001,0.013789,-1.194849
0.835,0.102365,-0.083715,-0.045020,-0.051988,-0.091890,-0.054890,0.321063,-0.008339,-0.032510,-0.131003,-0.130105,-0.035056,-0.003513,0.222324,0.047530,0.011628,0.228139,-0.022986,0.131298,0.001650,-0.000324,0.019839,-1.914803
0.852,0.100314,-0.082484,-0.044010,-0.050054,-0.095435,-0.054707,0.322619,-0.008688,-0.033230,-0.129812,-0.128344,-0.037930,-0.004402,0.224916,0.045992,0.010062,0.224825,-0.023607,0.129785,0.003606,-0.001572,0.032897,-3.812023
0.868,0.099111,-0.081754,-0.043430,-0.049004,-0.097444,-0.054590,0.323437,-0.008862,-0.033623,-0.129104,-0.127353,-0.039567,-0.004917,0.226328,0.045098,0.009176,0.222926,-0.023884,0.128819,0.004698,-0.002821,0.039375,-5.081673
0.885,0.099111,-0.081754,-0.043430,-0.049004,-0.097444,-0.054590,0.323437,-0.008862,-0.033623,-0.129104,-0.127353,-0.039567,-0.004917,0.226328,0.045098,0.009176,0.222926,-0.023884,0.128819,0.004698,-0.002821,0.039375,-5.081673
0.902,0.097909,-0.080989,-0.042865,-0.048069,-0.099364,-0.054466,0.324135,-0.009003,-0.033990,-0.128365,-0.126403,-0.041145,-0.005418,0.227587,0.044211,0.008337,0.221085,-0.024035,0.127723,0.005724,-0.004576,0.043042,-6.672158
0.918,0.097909,-0.080989,-0.042865,-0.048069,-0.099364,-0.054466,0.324135,-0.009003,-0.033990,-0.128365,-0.126403,-0.041145,-0.005418,0.227587,0.044211,0.008337,0.221085,-0.024035,0.127723,0.005724,-0.004576,0.043042,-6.672158
0.935,0.083119,-0.070861,-0.035911,-0.037380,-0.122555,-0.053018,0.331563,-0.010631,-0.037919,-0.118828,-0.115051,-0.060483,-0.011517,0.241686,0.033202,-0.001799,0.198419,-0.024611,0.112414,0.017735,-0.009864,0.051439,-10.282630
0.952,0.077371,-0.066563,-0.033132,-0.033215,-0.131696,-0.052864,0.334121,-0.011355,-0.037960,-0.114984,-0.110607,-0.068246,-0.013868,0.246940,0.028882,-0.005795,0.189306,-0.024478,0.105844,0.022180,-0.020934,0.050286,-15.019570
0.969,0.074378,-0.064250,-0.031697,-0.031094,-0.136427,-0.052768,0.334121,-0.011714,-0.038018,-0.112921,-0.108277,-0.072292,-0.015086,0.249463,0.026627,-0.007835,0.184534,-0.024216,0.102193,0.024337,-0.027296,0.046150,-17.875780
0.985,0.062544,-0.054798,-0.026019,-0.022729,-0.155153,-0.052396,0.334147,-0.013147,-0.038224,-0.104524,-0.098952,-0.088374,-0.019862,0.258851,0.017681,-0.015854,0.165487,-0.022701,0.087101,0.032439,-0.041091,0.034001,-23.657540
1.002,0.058403,-0.051422,-0.024040,-0.019767,-0.161725,-0.052273,0.334168,-0.013653,-0.038282,-0.101513,-0.095635,-0.094034,-0.021516,0.261936,0.014543,-0.018639,0.158746,-0.022019,0.081634,0.035109,-0.048779,0.024490,-26.666780
1.019,0.038422,-0.034923,-0.014553,-0.005049,-0.193611,-0.051772,0.334069,-0.016106,-0.038435,-0.086571,-0.079087,-0.121458,-0.029416,0.275729,-0.000663,-0.031954,0.125862,-0.018102,0.054609,0.047089,-0.072827,-0.017386,-36.007900
1.035,0.038422,-0.034923,-0.014553,-0.005049,-0.193611,-0.051772,0.334069,-0.016106,-0.038435,-0.086571,-0.079087,-0.121458,-0.029416,0.275729,-0.000663,-0.031954,0.125862,-0.018102,0.054609,0.047089,-0.072827,-0.017386,-36.007900
1.052,0.035861,-0.032798,-0.013351,-0.003065,-0.197727,-0.051732,0.333986,-0.016421,-0.038430,-0.084580,-0.076849,-0.124983,-0.030416,0.276713,-0.002625,-0.033639,0.121590,-0.017526,0.051089,0.047329,-0.080296,-0.033068,-39.064960
1.069,0.035861,-0.032798,-0.013351,-0.003065,-0.197727,-0.051732,0.333986,-0.016421,-0.038430,-0.084580,-0.076849,-0.124983,-0.030416,0.276713,-0.002625,-0.033639,0.121590,-0.017526,0.051089,0.047329,-0.080296,-0.033068,-39.064960
1.086,0.011211,-0.012308,-0.001844,0.016446,-0.237436,-0.051469,0.332782,-0.019434,-0.038291,-0.065063,-0.054781,-0.158922,-0.039991,0.276713,-0.021573,-0.049772,0.080206,-0.011729,0.017020,0.047329,-0.087460,-0.048727,-41.998150
1.102,0.011103,-0.011846,-0.001809,0.038559,-0.239027,-0.051395,0.330206,-0.019437,-0.037908,-0.044806,-0.028501,-0.159070,-0.040007,0.276134,-0.025048,-0.049816,0.063217,-0.003699,0.010382,0.047101,-0.093012,-0.075103,-19.347290
1.119,0.010921,-0.011603,-0.001750,0.040290,-0.239685,-0.051509,0.329224,-0.019430,-0.037782,-0.044697,-0.025439,-0.159331,-0.040014,0.275656,-0.025917,-0.049896,0.059292,-0.003045,0.008770,0.046866,0.000000,-0.086903,-20.195570
1.136,0.010067,-0.010620,-0.001476,0.045529,-0.242211,-0.052186,0.325276,-0.019358,-0.037323,-0.043965,-0.016477,-0.160530,-0.040008,0.273231,-0.028647,-0.050255,0.047576,-0.002777,0.003893,0.045604,-0.000374,-0.107152,-21.268030
1.152,0.009540,-0.010069,-0.001312,0.047781,-0.243543,-0.052649,0.323073,-0.019298,-0.037061,-0.043453,-0.014939,-0.161246,-0.039991,0.271683,-0.029869,-0.050459,0.042634,-0.002746,0.001813,0.044775,-0.001064,-0.122492,-12.481240
1.169,0.007797,-0.008364,-0.000784,0.053422,-0.247509,-0.054342,0.316006,-0.019042,-0.036198,-0.041544,-0.013500,-0.163553,-0.039876,0.266210,-0.033019,-0.051118,0.038735,-0.002691,0.000464,0.041765,-0.002312,-0.138844,-4.264412
1.186,0.007797,-0.008364,-0.000784,0.053422,-0.247509,-0.054342,0.316006,-0.019042,-0.036198,-0.041544,-0.013500,-0.163553,-0.039876,0.266210,-0.033019,-0.051118,0.038735,-0.002691,0.000464,0.041765,-0.002312,-0.138844,-4.264412
1.202,0.007359,-0.007952,-0.000654,0.054655,-0.248453,-0.054824,0.314150,-0.018958,-0.035977,-0.040993,-0.013131,-0.164117,-0.039828,0.264673,-0.033704,-0.051287,0.037851,-0.002691,0.000464,0.040896,-0.002717,-0.142535,-4.709976
1.219,0.003328,-0.004214,0.000534,0.055984,-0.256948,-0.059470,0.296783,-0.018117,-0.033935,-0.035641,-0.009693,-0.169269,-0.039320,0.249940,-0.033721,-0.052572,0.034032,-0.002743,0.000472,0.032488,-0.003248,-0.030340,-5.412274
1.236,0.001634,-0.003332,0.000770,0.056659,-0.257717,-0.061568,0.289283,-0.017712,-0.033066,-0.033185,-0.008202,-0.171410,-0.039045,0.243338,-0.033796,-0.052681,0.032419,-0.002796,0.000481,0.028666,-0.003438,-0.033453,-5.814426
1.253,0.001239,-0.003143,0.000770,0.057333,-0.258098,-0.063509,0.284054,-0.017320,-0.032612,-0.030886,-0.006862,-0.171410,-0.038757,0.237268,-0.033905,-0.052690,0.031843,-0.002865,0.000491,0.025115,-0.000985,-0.035388,-6.034478
1.269,0.001005,-0.002945,0.000769,0.058092,-0.258098,-0.065544,0.282429,-0.016890,-0.032605,-0.028446,-0.006374,-0.171414,-0.038414,0.232636,-0.034052,-0.052693,0.031530,-0.002956,0.000506,0.021373,-0.000894,-0.036274,0.000000
1.286,0.000981,-0.002945,0.000767,0.058501,-0.258096,-0.065544,0.282110,-0.016662,-0.032602,-0.027182,-0.006191,-0.171418,-0.038222,0.231824,-0.034138,-0.052688,0.031423,-0.003009,0.000515,0.021009,-0.000820,0.000000,0.000000
1.303,0.000894,-0.002938,0.000753,0.059966,-0.258084,-0.065549,0.281538,-0.016226,-0.032571,-0.027182,-0.005866,-0.171439,-0.037496,0.230950,-0.034451,-0.052637,0.031045,-0.003206,0.000554,0.020086,-0.000557,-0.000064,-0.073664
1.319,0.000857,-0.002930,0.000739,0.060390,-0.258071,-0.065561,0.281281,-0.016146,-0.032543,-0.027171,-0.005824,-0.171454,-0.037056,0.230619,-0.034543,-0.052576,0.031044,-0.003325,0.000581,0.019818,-0.000182,-0.000125,-0.153554
1.336,0.000851,-0.002921,0.000724,0.060390,-0.258059,-0.065578,0.281227,-0.016080,-0.032518,-0.027152,-0.005787,-0.171467,-0.036698,0.230619,-0.034543,-0.052508,0.031039,-0.003419,0.000605,0.019818,0.000017,-0.000132,-0.197017
1.353,0.000851,-0.002899,0.000690,0.060396,-0.258043,-0.065621,0.281169,-0.015957,-0.032469,-0.027098,-0.005708,-0.171489,-0.036375,0.230618,-0.034541,-0.052344,0.031023,-0.003419,0.000652,0.019814,0.000463,-0.000125,-0.285826
1.369,0.000851,-0.002899,0.000690,0.060396,-0.258043,-0.065621,0.281169,-0.015957,-0.032469,-0.027098,-0.005708,-0.171489,-0.036375,0.230618,-0.034541,-0.052344,0.031023,-0.003419,0.000652,0.019814,0.000463,-0.000125,-0.285826
1.386,0.000850,-0.002888,0.000673,0.060403,-0.258041,-0.065642,0.281145,-0.015908,-0.032449,-0.027068,-0.005672,-0.171497,-0.036245,0.230615,-0.034536,-0.052264,0.031011,-0.003419,0.000671,0.019809,0.000688,-0.000107,-0.331892
1.403,0.000850,-0.002888,0.000673,0.060403,-0.258041,-0.065642,0.281145,-0.015908,-0.032449,-0.027068,-0.005672,-0.171497,-0.036245,0.230615,-0.034536,-0.052264,0.031011,-0.003419,0.000671,0.019809,0.000688,-0.000107,-0.331892
1.420,0.000846,-0.002834,0.000597,0.060443,-0.258037,-0.065740,0.281042,-0.015908,-0.032372,-0.026918,-0.005511,-0.171521,-0.036158,0.230596,-0.034503,-0.051884,0.030947,-0.003418,0.000701,0.019780,0.000924,-0.000086,-0.380039
1.436,0.000846,-0.002834,0.000597,0.060443,-0.258037,-0.065740,0.281042,-0.015908,-0.032372,-0.026918,-0.005511,-0.171521,-0.036158,0.230596,-0.034503,-0.051884,0.030947,-0.003418,0.000701,0.019780,0.000924,-0.000086,-0.380039
1.453,0.000826,-0.002704,0.000500,0.060566,-0.258055,-0.065890,0.280819,-0.015887,-0.032237,-0.026541,-0.005127,-0.171527,-0.035922,0.230539,-0.034353,-0.050982,0.030742,-0.003411,0.000726,0.019680,0.001363,0.000027,-0.451568
1.470,0.000821,-0.002699,0.000497,0.060588,-0.258063,-0.065902,0.280785,-0.015880,-0.032228,-0.026485,-0.005068,-0.171517,-0.035879,0.230528,-0.034316,-0.050843,0.030702,-0.003409,0.000729,0.019659,0.001519,0.000083,-0.476448
1.486,0.000806,-0.002687,0.000494,0.060642,-0.258092,-0.065929,0.280708,-0.015857,-0.032226,-0.026359,-0.004933,-0.171481,-0.035768,0.230502,-0.034212,-0.050531,0.030599,-0.003403,0.000732,0.019603,0.001658,0.000116,-0.498772
1.503,0.000796,-0.002679,0.000494,0.060680,-0.258116,-0.065942,0.280657,-0.015838,-0.032236,-0.026283,-0.004849,-0.171450,-0.035692,0.230483,-0.034135,-0.050335,0.030525,-0.003400,0.000733,0.019563,0.001726,0.000106,-0.525863
1.520,0.000758,-0.002680,0.000509,0.060812,-0.258223,-0.065964,0.280472,-0.015755,-0.032318,-0.026046,-0.004582,-0.171326,-0.035415,0.230411,-0.033837,-0.049694,0.030247,-0.003387,0.000732,0.019404,0.001858,0.000155,-0.586325
1.536,0.000758,-0.002680,0.000509,0.060812,-0.258223,-0.065964,0.280472,-0.015755,-0.032318,-0.026046,-0.004582,-0.171326,-0.035415,0.230411,-0.033837,-0.049694,0.030247,-0.003387,0.000732,0.019404,0.001858,0.000155,-0.586325
1.553,0.000742,-0.002680,0.000519,0.060872,-0.258277,-0.065968,0.280388,-0.015713,-0.032368,-0.025949,-0.004473,-0.171266,-0.035291,0.230377,-0.033700,-0.049423,0.030117,-0.003380,0.000732,0.019329,0.001832,0.000044,-0.610472
1.570,0.000742,-0.002680,0.000519,0.060872,-0.258277,-0.065968,0.280388,-0.015713,-0.032368,-0.025949,-0.004473,-0.171266,-0.035291,0.230377,-0.033700,-0.049423,0.030117,-0.003380,0.000732,0.019329,0.001832,0.000044,-0.610472
1.587,0.000680,-0.002682,0.000571,0.061114,-0.258506,-0.065977,0.280043,-0.015535,-0.032602,-0.025573,-0.004052,-0.171019,-0.034787,0.230230,-0.033132,-0.048351,0.029580,-0.003355,0.000730,0.019013,0.000000,0.000023,-0.638277
1.603,0.000648,-0.002684,0.000688,0.061501,-0.258902,-0.065995,0.279471,-0.015235,-0.033038,-0.025012,-0.003410,-0.170609,-0.033973,0.229981,-0.032204,-0.046688,0.028690,-0.003316,0.000730,0.018487,-0.000161,-0.000053,-0.669388
1.620,0.000642,-0.002683,0.000722,0.061578,-0.258992,-0.066001,0.279347,-0.015171,-0.033145,-0.024906,-0.003287,-0.170519,-0.033806,0.229927,-0.032011,-0.046354,0.028499,-0.003316,0.000731,0.018373,-0.000299,-0.000103,-0.678798
1.637,0.000625,-0.002674,0.000870,0.061843,-0.259329,-0.066025,0.278895,-0.014932,-0.033559,-0.024557,-0.002879,-0.170194,-0.033223,0.229726,-0.031329,-0.045197,0.027806,-0.003316,0.000745,0.017957,-0.000625,-0.000225,-0.150529
1.653,0.000621,-0.002670,0.000936,0.061947,-0.259468,-0.066036,0.278710,-0.014834,-0.033733,-0.024424,-0.002723,-0.170061,-0.032993,0.229643,-0.031058,-0.044740,0.027526,-0.003316,0.000751,0.017787,-0.000835,-0.000198,-0.158099
1.670,0.000613,-0.002654,0.001157,0.062241,-0.259892,-0.066069,0.278164,-0.014543,-0.034266,-0.024058,-0.002294,-0.169660,-0.032338,0.229390,-0.030277,-0.043421,0.026706,-0.003317,0.000777,0.017281,-0.001255,-0.000267,-0.166813
1.687,0.000612,-0.002645,0.001253,0.062355,-0.260066,-0.066082,0.277942,-0.014424,-0.034485,-0.023917,-0.002127,-0.169494,-0.032077,0.229287,-0.029964,-0.042895,0.026374,-0.003317,0.000790,0.017076,-0.001487,-0.000336,-0.170843
1.703,0.000612,-0.002645,0.001253,0.062355,-0.260066,-0.066082,0.277942,-0.014424,-0.034485,-0.023917,-0.002127,-0.169494,-0.032077,0.229287,-0.029964,-0.042895,0.026374,-0.003317,0.000790,0.017076,-0.001487,-0.000336,-0.170843
1.720,0.000611,-0.002638,0.001342,0.062452,-0.260220,-0.066094,0.277747,-0.014319,-0.034678,-0.023917,-0.001987,-0.169348,-0.031853,0.229196,-0.029694,-0.042439,0.026085,-0.003317,0.000802,0.016896,-0.001712,-0.000257,-0.177804
1.737,0.000611,-0.002638,0.001342,0.062452,-0.260220,-0.066094,0.277747,-0.014319,-0.034678,-0.023917,-0.001987,-0.169348,-0.031853,0.229196,-0.029694,-0.042439,0.026085,-0.003317,0.000802,0.016896,-0.001712,-0.000257,-0.177804
